contribution_id,candidate,party,office,amount,date,contributor_type,state,employer,occupation
623,Jones (R),Republican,House,50,2024-02-14,Individual,AL,Finance LLC,Attorney
624,Miller (D),Democrat,House,100,2024-06-10,Super PAC,NV,Finance LLC,Retired
625,Jones (R),Republican,House,250,2024-09-15,PAC,ME,Retired,Engineer
626,Smith (D),Democrat,House,500,2024-12-09,Corporate PAC,UT,Retired,Business Owner
627,Davis (R),Republican,House,25,2024-05-26,Individual,CO,Education,Healthcare
628,Taylor (R),Republican,House,25,2024-05-25,Super PAC,SC,Not Employed,Teacher
629,Davis (R),Republican,Governor,1000,2024-12-14,PAC,AZ,Retail Co,Engineer
630,Taylor (R),Republican,Governor,8951.489806068228,2024-07-27,PAC,ND,Education,Retired
631,Wilson (I),Independent,Senate,50,2024-09-19,Individual,NM,Education,Teacher
632,Smith (D),Democrat,Senate,500,2024-09-06,Individual,CA,Retired,Teacher
633,Smith (D),Democrat,Senate,100,2024-02-22,Individual,WY,Healthcare Inc,Sales
634,Taylor (R),Republican,House,100,2024-05-10,Super PAC,UT,Not Employed,Business Owner
635,Taylor (R),Republican,Senate,50,2024-11-29,Individual,MN,Tech Corp,Attorney
636,Miller (D),Democrat,Governor,2352.3986067916007,2024-01-16,PAC,OK,Tech Corp,Business Owner
637,Miller (D),Democrat,House,2800,2024-07-28,PAC,NY,Healthcare Inc,Attorney
638,Smith (D),Democrat,Senate,250,2024-04-14,PAC,CA,Education,Consultant
639,Miller (D),Democrat,House,2800,2024-08-25,Individual,WV,Finance LLC,Healthcare
640,Miller (D),Democrat,House,25,2024-01-11,Individual,AK,Healthcare Inc,Sales
641,Brown (D),Democrat,Senate,2403.6447369407933,2024-11-17,Union PAC,KY,Tech Corp,Attorney
642,Smith (D),Democrat,House,1000,2024-02-12,Individual,WI,Not Employed,Engineer
643,Wilson (I),Independent,Governor,50,2024-09-20,Individual,MS,Retired,Retired
644,Wilson (I),Independent,Senate,3491.7960836864886,2024-04-29,Individual,AR,Tech Corp,Retired
645,Miller (D),Democrat,House,3774.9800048518696,2024-05-28,Individual,NE,Finance LLC,Engineer
646,Taylor (R),Republican,Governor,250,2024-06-26,Individual,KY,Finance LLC,Sales
647,Smith (D),Democrat,House,25,2024-02-25,Individual,VT,Self-employed,Business Owner
648,Taylor (R),Republican,House,25,2024-11-30,Corporate PAC,SD,Self-employed,Sales
649,Smith (D),Democrat,House,25,2024-04-02,PAC,CA,Tech Corp,Teacher
650,Brown (D),Democrat,House,25,2024-09-29,Corporate PAC,NY,Not Employed,Sales
651,Taylor (R),Republican,House,1400.5793336149604,2024-06-16,Individual,VA,Finance LLC,Engineer
652,Wilson (I),Independent,House,250,2024-12-26,Individual,DE,Not Employed,Attorney
653,Wilson (I),Independent,Senate,25,2024-11-21,PAC,MS,Not Employed,Business Owner
654,Brown (D),Democrat,House,100,2024-08-13,Individual,ND,Finance LLC,Engineer
655,Taylor (R),Republican,Senate,1153.8490139775713,2024-07-05,Corporate PAC,UT,Retail Co,Business Owner
656,Brown (D),Democrat,Governor,1390.3717370432066,2024-02-03,Individual,NE,Tech Corp,Healthcare
657,Taylor (R),Republican,House,50,2024-10-28,Individual,MS,Finance LLC,Sales
658,Davis (R),Republican,House,100,2024-07-07,Individual,CO,Retired,Consultant
659,Brown (D),Democrat,House,50,2024-10-17,Individual,MT,Retired,Business Owner
660,Brown (D),Democrat,Senate,250,2024-10-01,PAC,IN,Healthcare Inc,Engineer
661,Miller (D),Democrat,House,279.6140166586992,2024-05-17,Individual,GA,Finance LLC,Engineer
662,Smith (D),Democrat,House,50,2024-06-28,PAC,MO,Retail Co,Retired
663,Jones (R),Republican,Senate,250,2024-09-15,Super PAC,PA,Retired,Retired
664,Jones (R),Republican,House,4910.592863988538,2024-01-17,Super PAC,CO,Finance LLC,Healthcare
665,Miller (D),Democrat,House,100,2024-12-17,Individual,ND,Retired,Healthcare
666,Miller (D),Democrat,Governor,250,2024-06-22,Individual,KS,Tech Corp,Healthcare
667,Smith (D),Democrat,House,250,2024-10-11,Individual,NV,Finance LLC,Consultant
668,Miller (D),Democrat,Senate,25,2024-06-22,Individual,OR,Education,Teacher
669,Wilson (I),Independent,House,50,2024-12-10,Corporate PAC,FL,Retail Co,Sales
670,Davis (R),Republican,Governor,50,2024-04-23,Individual,MI,Tech Corp,Retired
671,Taylor (R),Republican,House,25,2024-02-02,Individual,ND,Healthcare Inc,Sales
672,Davis (R),Republican,House,2800,2024-09-11,Individual,IA,Healthcare Inc,Sales
673,Smith (D),Democrat,Senate,50,2024-09-25,PAC,MA,Retail Co,Sales
674,Brown (D),Democrat,Senate,500,2024-03-06,Super PAC,DE,Healthcare Inc,Consultant
675,Smith (D),Democrat,Senate,100,2024-04-29,Individual,OH,Retail Co,Teacher
676,Wilson (I),Independent,House,250,2024-08-14,Individual,AR,Tech Corp,Engineer
677,Jones (R),Republican,Governor,500,2024-02-23,PAC,NH,Retired,Teacher
678,Jones (R),Republican,Senate,50,2024-09-04,Individual,MI,Healthcare Inc,Engineer
679,Davis (R),Republican,Governor,25,2024-06-12,Individual,FL,Education,Consultant
680,Brown (D),Democrat,Governor,50,2024-01-13,Individual,WI,Healthcare Inc,Consultant
681,Wilson (I),Independent,House,5190.167017552858,2024-12-23,Individual,NC,Retail Co,Attorney
682,Wilson (I),Independent,House,500,2024-07-12,PAC,FL,Finance LLC,Attorney
683,Brown (D),Democrat,Senate,2388.6737659557757,2024-12-13,Individual,AZ,Retail Co,Sales
684,Wilson (I),Independent,Governor,4402.065001041283,2024-04-14,Individual,CT,Retired,Attorney
685,Brown (D),Democrat,House,50,2024-02-27,PAC,NE,Retail Co,Healthcare
686,Davis (R),Republican,Governor,2543.8629329392093,2024-03-07,PAC,NV,Not Employed,Teacher
687,Davis (R),Republican,Senate,1000,2024-04-06,Individual,VA,Retired,Engineer
688,Davis (R),Republican,House,250,2024-12-17,Individual,NM,Retail Co,Teacher
689,Miller (D),Democrat,Senate,100,2024-01-03,Super PAC,WA,Retail Co,Attorney
690,Miller (D),Democrat,House,50,2024-09-23,Corporate PAC,OR,Retail Co,Consultant
691,Wilson (I),Independent,Governor,2307.849437375244,2024-02-06,Individual,WA,Finance LLC,Healthcare
692,Brown (D),Democrat,Governor,250,2024-11-19,Individual,VA,Self-employed,Teacher
693,Wilson (I),Independent,Governor,100,2024-07-28,PAC,AR,Healthcare Inc,Teacher
694,Wilson (I),Independent,House,500,2024-02-03,Super PAC,NC,Retired,Attorney
695,Wilson (I),Independent,House,12117.15004808901,2024-07-24,Corporate PAC,SC,Not Employed,Teacher
696,Davis (R),Republican,House,50,2024-06-23,Individual,OK,Retail Co,Sales
697,Smith (D),Democrat,Governor,50,2024-05-27,Union PAC,CA,Not Employed,Attorney
698,Smith (D),Democrat,House,50,2024-02-22,Individual,AK,Healthcare Inc,Retired
699,Miller (D),Democrat,Senate,25,2024-05-16,Individual,TX,Self-employed,Attorney
700,Miller (D),Democrat,Senate,50,2024-11-24,Individual,IA,Finance LLC,Business Owner
701,Wilson (I),Independent,Governor,250,2024-02-02,Corporate PAC,HI,Not Employed,Engineer
702,Jones (R),Republican,House,7161.911386254611,2024-07-18,Corporate PAC,KS,Tech Corp,Engineer
703,Smith (D),Democrat,Governor,250,2024-07-30,Corporate PAC,AR,Tech Corp,Sales
704,Brown (D),Democrat,Senate,250,2024-09-09,Individual,RI,Retail Co,Healthcare
705,Wilson (I),Independent,Senate,3006.568242334778,2024-03-28,Individual,DE,Tech Corp,Healthcare
706,Smith (D),Democrat,House,25,2024-02-22,Corporate PAC,OK,Retail Co,Retired
707,Smith (D),Democrat,Senate,3637.258529818753,2024-02-27,Individual,ND,Self-employed,Attorney
708,Smith (D),Democrat,Governor,100,2024-01-14,Individual,ID,Not Employed,Retired
709,Brown (D),Democrat,Senate,1000,2024-01-27,PAC,RI,Healthcare Inc,Healthcare
710,Taylor (R),Republican,House,100,2024-10-08,PAC,IN,Tech Corp,Consultant
711,Miller (D),Democrat,Governor,2800,2024-10-19,Individual,TX,Not Employed,Retired
712,Miller (D),Democrat,House,500,2024-10-12,Super PAC,VT,Retail Co,Engineer
713,Jones (R),Republican,House,9761.807159015709,2024-12-10,Individual,MD,Tech Corp,Engineer
714,Davis (R),Republican,Senate,1000,2024-03-18,Individual,SD,Finance LLC,Attorney
715,Miller (D),Democrat,House,50,2024-04-28,PAC,SC,Self-employed,Engineer
716,Brown (D),Democrat,Senate,500,2024-06-06,Super PAC,CT,Not Employed,Consultant
717,Davis (R),Republican,House,3542.2179519300485,2024-12-07,Individual,MT,Self-employed,Engineer
718,Davis (R),Republican,House,250,2024-08-25,Individual,ND,Retired,Business Owner
719,Miller (D),Democrat,House,1000,2024-12-18,Individual,MD,Not Employed,Teacher
720,Wilson (I),Independent,House,50,2024-05-16,PAC,WV,Tech Corp,Business Owner
721,Jones (R),Republican,House,922.9700805317874,2024-08-01,Individual,MA,Education,Teacher
722,Smith (D),Democrat,House,1251.3595377321817,2024-09-17,Individual,WY,Not Employed,Business Owner
723,Taylor (R),Republican,House,2319.5808830879996,2024-02-22,Individual,LA,Not Employed,Teacher
724,Wilson (I),Independent,House,500,2024-12-17,Individual,NE,Education,Business Owner
725,Brown (D),Democrat,Governor,7019.411429524553,2024-08-22,PAC,AK,Healthcare Inc,Consultant
726,Smith (D),Democrat,House,2134.3331428191786,2024-07-18,Individual,NM,Finance LLC,Teacher
727,Brown (D),Democrat,House,25,2024-05-06,Individual,NV,Self-employed,Attorney
728,Smith (D),Democrat,Governor,50,2024-04-05,PAC,AL,Education,Teacher
729,Smith (D),Democrat,Senate,250,2024-05-14,Union PAC,TX,Self-employed,Healthcare
730,Taylor (R),Republican,Senate,10166.447969856314,2024-08-14,Individual,CO,Tech Corp,Teacher
731,Jones (R),Republican,Senate,500,2024-01-03,PAC,IL,Retired,Consultant
732,Taylor (R),Republican,Governor,12057.016916755412,2024-06-01,PAC,NH,Tech Corp,Attorney
733,Davis (R),Republican,Senate,100,2024-05-18,PAC,NY,Finance LLC,Teacher
734,Miller (D),Democrat,Senate,500,2024-05-18,Individual,MN,Healthcare Inc,Healthcare
735,Brown (D),Democrat,Senate,250,2024-05-27,Individual,ME,Not Employed,Healthcare
736,Taylor (R),Republican,Senate,25,2024-10-18,PAC,NV,Self-employed,Consultant
737,Jones (R),Republican,House,100,2024-10-20,Super PAC,SC,Tech Corp,Healthcare
738,Taylor (R),Republican,House,3855.9152843167576,2024-01-15,Individual,TX,Finance LLC,Sales
739,Wilson (I),Independent,Senate,100,2024-03-16,Individual,MN,Education,Healthcare
740,Davis (R),Republican,House,100,2024-02-12,Individual,OH,Finance LLC,Engineer
741,Smith (D),Democrat,Governor,250,2024-08-21,Individual,TX,Self-employed,Business Owner
742,Smith (D),Democrat,House,100,2024-11-09,Individual,OR,Healthcare Inc,Healthcare
743,Brown (D),Democrat,House,25,2024-05-18,Individual,UT,Retired,Healthcare
744,Wilson (I),Independent,House,1000,2024-01-04,PAC,MT,Tech Corp,Healthcare
745,Taylor (R),Republican,House,25,2024-02-12,Individual,OK,Finance LLC,Retired
746,Wilson (I),Independent,House,250,2024-06-02,Individual,HI,Finance LLC,Business Owner
747,Taylor (R),Republican,House,25,2024-12-05,Individual,NH,Tech Corp,Engineer
748,Smith (D),Democrat,Governor,12164.898871896688,2024-11-27,PAC,GA,Retail Co,Retired
749,Smith (D),Democrat,House,250,2024-05-19,Individual,CO,Not Employed,Consultant
750,Jones (R),Republican,Governor,100,2024-12-24,Individual,KY,Not Employed,Sales
751,Taylor (R),Republican,House,6964.800392970573,2024-07-30,Corporate PAC,MA,Tech Corp,Retired
752,Miller (D),Democrat,House,11411.167841785627,2024-09-01,Individual,IN,Not Employed,Consultant
753,Miller (D),Democrat,House,500,2024-04-04,Individual,NM,Education,Attorney
754,Miller (D),Democrat,House,100,2024-06-25,PAC,NM,Retail Co,Engineer
755,Taylor (R),Republican,House,500,2024-06-05,Corporate PAC,WV,Self-employed,Sales
756,Brown (D),Democrat,Governor,100,2024-10-26,PAC,NY,Finance LLC,Engineer
757,Smith (D),Democrat,House,25,2024-01-11,PAC,OR,Healthcare Inc,Retired
758,Jones (R),Republican,Governor,100,2024-02-25,PAC,MT,Retail Co,Consultant
759,Jones (R),Republican,House,50,2024-07-06,PAC,OH,Retired,Teacher
760,Miller (D),Democrat,House,2800,2024-01-08,Individual,MD,Retired,Retired
761,Taylor (R),Republican,House,100,2024-07-05,PAC,NH,Tech Corp,Business Owner
762,Taylor (R),Republican,House,2915.309835501385,2024-07-07,PAC,VA,Retail Co,Sales
763,Taylor (R),Republican,Governor,7334.677287053118,2024-10-29,Individual,MO,Retail Co,Teacher
764,Wilson (I),Independent,House,100,2024-12-11,Corporate PAC,GA,Healthcare Inc,Attorney
765,Taylor (R),Republican,House,100,2024-12-31,Individual,SD,Healthcare Inc,Retired
766,Taylor (R),Republican,House,25,2024-07-11,Individual,DE,Not Employed,Business Owner
767,Brown (D),Democrat,Governor,50,2024-06-01,Individual,FL,Education,Engineer
768,Smith (D),Democrat,Senate,250,2024-11-09,Individual,CO,Tech Corp,Engineer
769,Jones (R),Republican,Governor,1000,2024-12-17,Individual,MA,Not Employed,Engineer
770,Smith (D),Democrat,House,100,2024-12-30,PAC,MO,Finance LLC,Sales
771,Jones (R),Republican,Governor,500,2024-01-31,Individual,NV,Education,Engineer
772,Davis (R),Republican,Governor,1000,2024-03-01,Individual,AK,Education,Sales
773,Taylor (R),Republican,House,50,2024-12-08,Individual,WV,Tech Corp,Retired
774,Taylor (R),Republican,House,25,2024-05-26,Individual,OR,Tech Corp,Retired
775,Brown (D),Democrat,Senate,250,2024-10-14,Individual,MI,Self-employed,Consultant
776,Taylor (R),Republican,House,25,2024-05-22,Corporate PAC,MT,Retail Co,Sales
777,Wilson (I),Independent,House,100,2024-10-24,PAC,WA,Education,Sales
778,Miller (D),Democrat,House,100,2024-08-23,Individual,NJ,Education,Healthcare
779,Jones (R),Republican,Senate,250,2024-05-24,Individual,OR,Retired,Business Owner
780,Miller (D),Democrat,Governor,1644.1343084058797,2024-12-18,PAC,MS,Education,Sales
781,Jones (R),Republican,House,2800,2024-03-26,Individual,NH,Finance LLC,Retired
782,Miller (D),Democrat,House,500,2024-08-01,Corporate PAC,IL,Not Employed,Retired
783,Taylor (R),Republican,Senate,100,2024-01-05,Individual,AL,Finance LLC,Sales
784,Jones (R),Republican,House,25,2024-01-13,PAC,DE,Self-employed,Consultant
785,Wilson (I),Independent,House,250,2024-01-19,PAC,IN,Healthcare Inc,Healthcare
786,Davis (R),Republican,Senate,13807.62556731407,2024-10-31,Individual,MT,Retail Co,Sales
787,Davis (R),Republican,House,25,2024-02-26,Super PAC,SC,Not Employed,Business Owner
788,Davis (R),Republican,Governor,25,2024-01-01,PAC,MT,Retired,Healthcare
789,Miller (D),Democrat,House,1000,2024-02-16,PAC,LA,Finance LLC,Retired
790,Wilson (I),Independent,House,500,2024-05-14,Individual,WV,Finance LLC,Teacher
791,Miller (D),Democrat,Governor,998.4113413174382,2024-12-04,Individual,ND,Healthcare Inc,Attorney
792,Wilson (I),Independent,Governor,50,2024-10-16,Individual,AR,Healthcare Inc,Teacher
793,Taylor (R),Republican,Governor,250,2024-01-11,Individual,SC,Not Employed,Attorney
794,Taylor (R),Republican,House,500,2024-11-11,PAC,TX,Retired,Sales
795,Smith (D),Democrat,House,3771.0845855491216,2024-09-23,PAC,ME,Not Employed,Attorney
796,Taylor (R),Republican,House,32413.63725443037,2024-01-09,Union PAC,TX,Self-employed,Engineer
797,Jones (R),Republican,Senate,5717.2780043867715,2024-08-22,Individual,CA,Not Employed,Sales
798,Taylor (R),Republican,Governor,1000,2024-05-30,Individual,LA,Healthcare Inc,Retired
799,Davis (R),Republican,House,50,2024-12-26,Union PAC,MI,Finance LLC,Healthcare
800,Taylor (R),Republican,House,100,2024-10-11,Individual,SD,Education,Teacher
801,Taylor (R),Republican,Senate,1000,2024-01-26,Individual,CT,Finance LLC,Teacher
802,Smith (D),Democrat,House,1000,2024-09-21,PAC,VA,Retail Co,Teacher
803,Smith (D),Democrat,Senate,28152.429187166843,2024-04-19,Corporate PAC,NJ,Not Employed,Sales
804,Smith (D),Democrat,House,25,2024-08-04,PAC,RI,Finance LLC,Engineer
805,Smith (D),Democrat,Senate,250,2024-10-03,Individual,NY,Retail Co,Business Owner
806,Miller (D),Democrat,House,250,2024-11-15,Individual,PA,Finance LLC,Healthcare
807,Taylor (R),Republican,House,500,2024-11-09,Super PAC,MT,Self-employed,Consultant
808,Wilson (I),Independent,House,250,2024-04-06,PAC,MN,Healthcare Inc,Attorney
809,Wilson (I),Independent,Senate,250,2024-01-30,Individual,ID,Finance LLC,Attorney
810,Miller (D),Democrat,Senate,250,2024-07-28,Individual,PA,Retail Co,Business Owner
811,Wilson (I),Independent,House,100,2024-06-22,Individual,DE,Retired,Healthcare
812,Wilson (I),Independent,Senate,250,2024-12-20,Individual,NV,Healthcare Inc,Business Owner
813,Miller (D),Democrat,Senate,1000,2024-04-09,Individual,IL,Retired,Consultant
814,Davis (R),Republican,Senate,1000,2024-02-22,Individual,IL,Tech Corp,Engineer
815,Wilson (I),Independent,House,2936.6636232545984,2024-03-15,Corporate PAC,NJ,Retired,Teacher
816,Smith (D),Democrat,Senate,50,2024-08-24,Individual,SD,Not Employed,Retired
817,Miller (D),Democrat,House,25,2024-04-29,PAC,WI,Finance LLC,Teacher
818,Davis (R),Republican,Governor,25,2024-11-16,Individual,NE,Not Employed,Engineer
819,Miller (D),Democrat,House,250,2024-10-30,Individual,WV,Healthcare Inc,Attorney
820,Wilson (I),Independent,House,2800,2024-05-15,PAC,IN,Tech Corp,Sales
821,Davis (R),Republican,House,25,2024-04-25,Individual,LA,Tech Corp,Consultant
822,Jones (R),Republican,Governor,25,2024-07-06,Individual,CT,Not Employed,Teacher
823,Davis (R),Republican,Senate,50,2024-01-12,Individual,MN,Self-employed,Retired
824,Brown (D),Democrat,House,100,2024-03-13,Individual,WA,Education,Consultant
825,Wilson (I),Independent,House,250,2024-10-19,Individual,ME,Education,Sales
826,Miller (D),Democrat,Governor,2800,2024-10-27,Individual,TX,Retired,Healthcare
827,Miller (D),Democrat,Senate,500,2024-07-03,Individual,LA,Finance LLC,Sales
828,Brown (D),Democrat,Senate,100,2024-03-09,Individual,OH,Not Employed,Engineer
829,Taylor (R),Republican,Governor,250,2024-12-27,Individual,MA,Self-employed,Healthcare
830,Wilson (I),Independent,House,1000,2024-03-20,Individual,ID,Education,Teacher
831,Davis (R),Republican,Governor,14578.775619974967,2024-05-16,Individual,NH,Tech Corp,Consultant
832,Davis (R),Republican,Governor,50,2024-04-07,Super PAC,ME,Self-employed,Engineer
833,Miller (D),Democrat,Senate,11071.531526616878,2024-08-27,Individual,RI,Self-employed,Healthcare
834,Jones (R),Republican,House,100,2024-02-27,Individual,WV,Education,Sales
835,Wilson (I),Independent,House,3309.816737333269,2024-04-23,Corporate PAC,WV,Tech Corp,Attorney
836,Brown (D),Democrat,Senate,11259.36744471712,2024-07-20,Individual,KY,Not Employed,Consultant
837,Wilson (I),Independent,Governor,100,2024-10-09,Individual,VA,Not Employed,Consultant
838,Miller (D),Democrat,Senate,100,2024-04-01,Corporate PAC,CA,Education,Consultant
839,Miller (D),Democrat,House,250,2024-04-13,Corporate PAC,NM,Self-employed,Healthcare
840,Brown (D),Democrat,House,25,2024-02-27,Individual,NH,Finance LLC,Retired
841,Davis (R),Republican,House,100,2024-07-15,Individual,IN,Self-employed,Sales
842,Brown (D),Democrat,Senate,100,2024-04-21,PAC,AL,Retired,Engineer
843,Davis (R),Republican,Governor,500,2024-10-29,Super PAC,SD,Education,Retired
844,Wilson (I),Independent,House,25,2024-04-21,Individual,OK,Self-employed,Engineer
845,Wilson (I),Independent,House,50,2024-03-01,Individual,WA,Not Employed,Sales
846,Jones (R),Republican,House,50,2024-12-28,Individual,NV,Education,Retired
847,Taylor (R),Republican,Senate,2883.682589176441,2024-03-20,Individual,CA,Tech Corp,Sales
848,Wilson (I),Independent,House,1018.9439797709277,2024-05-28,PAC,ME,Not Employed,Consultant
849,Wilson (I),Independent,House,949.3833558216444,2024-03-14,PAC,ME,Not Employed,Attorney
850,Miller (D),Democrat,House,5050.353222458827,2024-11-01,Union PAC,NJ,Tech Corp,Sales
851,Davis (R),Republican,Governor,1777.2240554602129,2024-04-02,Individual,MT,Tech Corp,Attorney
852,Davis (R),Republican,House,50,2024-02-08,Individual,CA,Self-employed,Sales
853,Brown (D),Democrat,House,100,2024-11-30,Individual,VA,Not Employed,Attorney
854,Wilson (I),Independent,Senate,100,2024-04-10,Union PAC,MT,Not Employed,Business Owner
855,Wilson (I),Independent,House,4713.396120479046,2024-03-10,Individual,NM,Retail Co,Business Owner
856,Jones (R),Republican,Senate,25,2024-03-31,Individual,FL,Retail Co,Teacher
857,Miller (D),Democrat,House,25,2024-09-19,Individual,UT,Tech Corp,Attorney
858,Wilson (I),Independent,House,25,2024-11-24,PAC,KY,Tech Corp,Business Owner
859,Taylor (R),Republican,Senate,250,2024-12-19,Union PAC,KS,Education,Healthcare
860,Taylor (R),Republican,Governor,1988.9817271912827,2024-04-23,Individual,MI,Tech Corp,Consultant
861,Smith (D),Democrat,Governor,250,2024-12-14,PAC,KY,Retired,Engineer
862,Brown (D),Democrat,House,1833.908049211303,2024-08-17,PAC,IA,Retired,Healthcare
863,Davis (R),Republican,House,250,2024-10-31,Individual,FL,Retail Co,Teacher
864,Wilson (I),Independent,House,100,2024-12-21,Individual,NY,Retail Co,Engineer
865,Taylor (R),Republican,House,2081.8267568209203,2024-05-03,PAC,IA,Retired,Healthcare
866,Taylor (R),Republican,House,50,2024-10-12,PAC,WI,Retired,Business Owner
867,Taylor (R),Republican,Senate,1000,2024-10-31,PAC,NY,Education,Consultant
868,Jones (R),Republican,Senate,50,2024-01-10,Individual,OH,Self-employed,Sales
869,Brown (D),Democrat,House,13631.383019864725,2024-02-27,Individual,CA,Tech Corp,Retired
870,Davis (R),Republican,Senate,779.5206160493066,2024-04-17,Individual,UT,Tech Corp,Sales
871,Brown (D),Democrat,House,100,2024-06-14,PAC,AL,Finance LLC,Retired
872,Brown (D),Democrat,Senate,100,2024-11-18,Individual,NE,Self-employed,Consultant
873,Smith (D),Democrat,House,50,2024-11-26,Corporate PAC,AK,Self-employed,Business Owner
874,Miller (D),Democrat,House,250,2024-06-10,Individual,AK,Not Employed,Business Owner
875,Wilson (I),Independent,Senate,250,2024-01-26,Individual,OR,Healthcare Inc,Business Owner
876,Smith (D),Democrat,Governor,250,2024-06-25,Individual,TN,Finance LLC,Teacher
877,Miller (D),Democrat,Governor,1000,2024-07-05,PAC,AZ,Finance LLC,Business Owner
878,Smith (D),Democrat,Governor,2800,2024-04-12,PAC,IA,Tech Corp,Attorney
879,Smith (D),Democrat,Senate,24798.181079069516,2024-12-30,Union PAC,ID,Education,Attorney
880,Davis (R),Republican,House,25,2024-01-03,Individual,KS,Not Employed,Engineer
881,Brown (D),Democrat,House,50,2024-07-19,Individual,AR,Finance LLC,Business Owner
882,Smith (D),Democrat,Senate,250,2024-07-13,Super PAC,NH,Retired,Teacher
883,Jones (R),Republican,House,250,2024-01-11,Corporate PAC,MN,Tech Corp,Consultant
884,Brown (D),Democrat,House,97276.8561430946,2024-12-24,Corporate PAC,AZ,Self-employed,Business Owner
885,Smith (D),Democrat,Senate,1000,2024-04-24,Individual,OH,Tech Corp,Business Owner
886,Taylor (R),Republican,House,250,2024-10-30,PAC,PA,Not Employed,Attorney
887,Smith (D),Democrat,Governor,50,2024-03-25,PAC,WV,Healthcare Inc,Engineer
888,Davis (R),Republican,Governor,500,2024-12-20,Union PAC,NM,Finance LLC,Attorney
889,Taylor (R),Republican,House,500,2024-05-16,Individual,NC,Tech Corp,Retired
890,Brown (D),Democrat,Senate,3421.2792734469945,2024-12-22,Union PAC,OK,Finance LLC,Attorney
891,Taylor (R),Republican,House,100,2024-12-25,Individual,AZ,Not Employed,Healthcare
892,Taylor (R),Republican,Governor,5944.0421951957715,2024-06-02,Individual,WY,Finance LLC,Consultant
893,Miller (D),Democrat,House,1000,2024-11-06,Corporate PAC,MO,Education,Consultant
894,Brown (D),Democrat,House,500,2024-07-08,Individual,NJ,Retired,Sales
895,Taylor (R),Republican,House,100,2024-03-03,Individual,OR,Not Employed,Attorney
896,Brown (D),Democrat,House,500,2024-04-21,PAC,MD,Finance LLC,Healthcare
897,Brown (D),Democrat,House,25,2024-06-15,Individual,CT,Retired,Attorney
898,Brown (D),Democrat,Senate,1000,2024-10-01,Individual,AK,Self-employed,Healthcare
899,Miller (D),Democrat,Governor,250,2024-05-13,Individual,CA,Finance LLC,Teacher
900,Jones (R),Republican,House,25,2024-01-14,Individual,MA,Tech Corp,Attorney
901,Brown (D),Democrat,House,250,2024-07-23,PAC,IA,Retired,Business Owner
902,Davis (R),Republican,Senate,250,2024-04-23,Individual,SC,Finance LLC,Engineer
903,Jones (R),Republican,Senate,250,2024-09-29,PAC,WA,Retired,Attorney
904,Jones (R),Republican,House,250,2024-07-04,Corporate PAC,CT,Finance LLC,Consultant
905,Taylor (R),Republican,Senate,100,2024-07-14,Individual,IL,Retired,Sales
906,Miller (D),Democrat,Senate,500,2024-01-22,Individual,AK,Self-employed,Consultant
907,Davis (R),Republican,House,50,2024-12-29,PAC,NC,Education,Teacher
908,Taylor (R),Republican,House,3602.3617690463425,2024-11-12,Corporate PAC,NY,Finance LLC,Consultant
909,Brown (D),Democrat,House,3560.255981461805,2024-10-12,Individual,ID,Tech Corp,Teacher
910,Miller (D),Democrat,House,500,2024-10-25,Individual,KY,Healthcare Inc,Sales
911,Brown (D),Democrat,Governor,5629.129028140608,2024-05-21,PAC,ND,Retail Co,Engineer
912,Jones (R),Republican,House,23940.142895523466,2024-08-02,Individual,ME,Retired,Teacher
913,Taylor (R),Republican,House,50,2024-03-01,Individual,NM,Tech Corp,Business Owner
914,Smith (D),Democrat,House,250,2024-12-10,Individual,PA,Healthcare Inc,Sales
915,Taylor (R),Republican,Senate,25,2024-01-10,Corporate PAC,NM,Retired,Teacher
916,Davis (R),Republican,Senate,100,2024-01-07,Individual,CT,Self-employed,Business Owner
917,Davis (R),Republican,Senate,250,2024-06-20,Individual,NH,Healthcare Inc,Attorney
918,Brown (D),Democrat,House,500,2024-06-28,Individual,ME,Education,Attorney
919,Davis (R),Republican,Governor,3407.4032122735052,2024-10-19,Super PAC,MO,Education,Engineer
920,Smith (D),Democrat,House,16640.729683863963,2024-03-06,Individual,NE,Self-employed,Engineer
921,Jones (R),Republican,Governor,2800,2024-02-25,Individual,WA,Not Employed,Teacher
922,Miller (D),Democrat,Senate,100,2024-09-26,PAC,VA,Retail Co,Consultant
923,Brown (D),Democrat,House,100,2024-06-25,Individual,UT,Healthcare Inc,Retired
924,Brown (D),Democrat,House,2800,2024-11-26,Corporate PAC,MO,Finance LLC,Sales
925,Brown (D),Democrat,Senate,100,2024-04-20,PAC,MO,Retired,Business Owner
926,Miller (D),Democrat,Senate,25,2024-07-05,Corporate PAC,MS,Finance LLC,Sales
927,Taylor (R),Republican,House,500,2024-11-17,Individual,MA,Education,Sales
928,Davis (R),Republican,Governor,100,2024-01-12,Individual,ND,Tech Corp,Sales
929,Jones (R),Republican,Governor,1786.0693570825379,2024-11-10,Individual,NE,Retired,Sales
930,Brown (D),Democrat,Senate,50,2024-03-09,Individual,LA,Self-employed,Healthcare
931,Miller (D),Democrat,Governor,1000,2024-09-28,Individual,PA,Education,Teacher
932,Wilson (I),Independent,House,500,2024-06-01,PAC,OH,Retail Co,Attorney
933,Smith (D),Democrat,Senate,250,2024-09-14,PAC,CO,Tech Corp,Consultant
