"","studentid","term","year","midterm"
"10582",275902,"Winter",2013,59.7
"10583",215232,"Spring",2020,89.4
"10584",243278,"Summer",2014,94.71
"10585",219628,"Fall",2016,102.85
"10586",243407,"Winter",2019,61.02
"10587",294394,"Spring",2020,76.06
"10588",251576,"Summer",2021,77.92
"10589",274987,"Fall",2016,72.17
"10590",250781,"Winter",2021,65.06
"10591",241851,"Spring",2014,72.01
"10592",228311,"Summer",2014,82.57
"10593",260275,"Fall",2014,101.41
"10594",289976,"Winter",2016,48.16
"10595",274609,"Spring",2014,71.56
"10596",290999,"Summer",2017,79.26
"10597",297503,"Fall",2017,59.59
"10598",245297,"Winter",2014,61.28
"10599",243993,"Spring",2015,75.05
"10600",254468,"Summer",2020,93.03
"10601",299774,"Fall",2020,65.86
"10602",265904,"Winter",2015,82.91
"10603",289616,"Spring",2012,81.18
"10604",210558,"Summer",2020,81.54
"10605",242217,"Fall",2016,100.42
"10606",248599,"Winter",2019,72.57
"10607",297311,"Spring",2020,91.57
"10608",239674,"Summer",2016,69.27
"10609",225788,"Fall",2020,68.5
"10610",263571,"Winter",2014,72.5
"10611",274371,"Spring",2012,67.24
"10612",293199,"Summer",2016,93.59
"10613",248181,"Fall",2020,85.31
"10614",241253,"Winter",2015,82.04
"10615",287372,"Spring",2021,79
"10616",216377,"Summer",2015,62.96
"10617",220190,"Fall",2012,83.63
"10618",288234,"Winter",2014,67.34
"10619",202542,"Spring",2015,68.38
"10620",217496,"Summer",2015,85.38
"10621",277761,"Fall",2013,77.64
"10622",255356,"Winter",2016,80.31
"10623",296223,"Spring",2013,85.33
"10624",242551,"Summer",2016,89.37
"10625",225876,"Fall",2012,70.85
"10626",279879,"Winter",2018,59.24
"10627",236156,"Spring",2020,70.08
"10628",283043,"Summer",2017,65.27
"10629",201800,"Fall",2016,91.87
"10630",223578,"Winter",2014,90.81
"10631",257035,"Spring",2019,63.04
"10632",242461,"Summer",2016,79.45
"10633",208039,"Fall",2015,94.03
"10634",218885,"Winter",2021,74.67
"10635",286432,"Spring",2014,76.92
"10636",247310,"Summer",2016,67.39
"10637",245408,"Fall",2020,89.99
"10638",264758,"Winter",2013,69.18
"10639",286386,"Spring",2016,70.62
"10640",242746,"Summer",2019,89.06
"10641",230029,"Fall",2021,72.28
"10642",238230,"Winter",2018,80.75
"10643",263872,"Spring",2020,76.94
"10644",265065,"Summer",2019,92.3
"10645",252530,"Fall",2017,76.79
"10646",273968,"Winter",2012,66.67
"10647",200413,"Spring",2018,71.92
"10648",203981,"Summer",2021,95.01
"10649",281523,"Fall",2015,94.91
"10650",232056,"Winter",2017,39.64
"10651",230558,"Spring",2017,74.38
"10652",218592,"Summer",2013,58.12
"10653",293541,"Fall",2019,63.18
"10654",235723,"Winter",2012,80.09
"10655",221080,"Spring",2018,71.17
"10656",263578,"Summer",2012,84.65
"10657",280403,"Fall",2021,65.11
"10658",228177,"Winter",2018,66.8
"10659",229243,"Spring",2019,92.65
"10660",256904,"Summer",2021,86.68
"10661",212751,"Fall",2020,74.13
"10662",216175,"Winter",2019,77.78
"10663",275738,"Spring",2014,67.71
"10664",273901,"Summer",2013,60.41
"10665",234821,"Fall",2014,97.8
"10666",232755,"Winter",2022,52.82
"10667",206528,"Spring",2013,77.96
"10668",278572,"Summer",2016,83.68
"10669",210268,"Fall",2015,76.77
"10670",215640,"Winter",2015,90.63
"10671",218634,"Spring",2014,62.86
"10672",209077,"Summer",2015,74.57
"10673",289330,"Fall",2019,77.65
"10674",292732,"Winter",2020,86.22
"10675",212712,"Spring",2015,74.75
"10676",286604,"Summer",2014,76.03
"10677",286655,"Fall",2017,76.24
"10678",286880,"Winter",2019,86.91
"10679",298794,"Spring",2013,92.3
"10680",299069,"Summer",2012,89.66
"10681",210031,"Fall",2021,93.11
"10682",281101,"Winter",2017,86.26
"10683",270395,"Spring",2020,86.63
"10684",254578,"Summer",2013,85.61
"10685",241802,"Fall",2015,83.01
"10686",243221,"Winter",2012,53.49
"10687",254109,"Spring",2014,69.34
"10688",255994,"Summer",2015,77.81
"10689",297252,"Fall",2019,81.76
"10690",202577,"Winter",2015,77.87
"10691",282276,"Spring",2014,87.3
"10692",236197,"Summer",2021,70.61
"10693",237860,"Fall",2017,87.04
"10694",234445,"Winter",2013,70.6
"10695",234982,"Spring",2014,72.22
"10696",243246,"Summer",2019,75.11
"10697",296429,"Fall",2018,79.41
"10698",299746,"Winter",2013,78.13
"10699",212992,"Spring",2017,69.29
"10700",293723,"Summer",2013,84.94
"10701",278244,"Fall",2020,73.73
"10702",243154,"Winter",2017,69.14
"10703",204424,"Spring",2018,89.13
"10704",258741,"Summer",2016,61.37
"10705",291577,"Fall",2018,91.3
"10706",218667,"Winter",2021,78.69
"10707",204731,"Spring",2014,92.28
"10708",216225,"Summer",2014,71.58
"10709",293439,"Fall",2018,83.71
"10710",241941,"Winter",2022,67.19
"10711",206086,"Spring",2013,83.21
"10712",234487,"Summer",2021,94.25
"10713",263248,"Fall",2021,77.6
"10714",210132,"Winter",2021,66.98
"10715",259380,"Spring",2012,72.92
"10716",267066,"Summer",2021,84.65
"10717",260467,"Fall",2017,89.52
"10718",219775,"Winter",2018,77.83
"10719",224123,"Spring",2022,64.98
"10720",298434,"Summer",2013,100.04
"10721",211306,"Fall",2014,75.69
"10722",237802,"Winter",2016,72
"10723",237473,"Spring",2021,70.72
"10724",297226,"Summer",2022,95.02
"10725",265905,"Fall",2014,79.67
"10726",221125,"Winter",2020,97.97
"10727",243566,"Spring",2021,70.97
"10728",276512,"Summer",2015,78.19
"10729",228841,"Fall",2019,84.75
"10730",274400,"Winter",2019,61.59
"10731",282004,"Spring",2015,90.7
"10732",219236,"Summer",2015,78.18
"10733",292352,"Fall",2017,85.97
"10734",222282,"Winter",2020,72.6
"10735",203168,"Spring",2012,59.35
"10736",240062,"Summer",2014,80.86
"10737",210131,"Fall",2020,82.32
"10738",249254,"Winter",2019,93.07
"10739",258604,"Spring",2020,88.91
"10740",202964,"Summer",2020,87.48
"10741",226243,"Fall",2021,90.6
"10742",241796,"Winter",2019,65.42
"10743",267586,"Spring",2020,73.79
"10744",280620,"Summer",2014,81.21
"10745",277103,"Fall",2015,78.63
"10746",234939,"Winter",2017,66.86
"10747",203723,"Spring",2014,68.73
"10748",211605,"Summer",2016,80.32
"10749",242454,"Fall",2019,100.55
"10750",242816,"Winter",2019,65.71
"10751",263564,"Spring",2022,83.97
"10752",264645,"Summer",2018,93.17
"10753",264085,"Fall",2016,78.74
"10754",223527,"Winter",2018,87.39
"10755",267029,"Spring",2020,77.92
"10756",223533,"Summer",2013,73.34
"10757",239307,"Fall",2015,67.54
"10758",207514,"Winter",2021,50.4
"10759",268529,"Spring",2013,56.85
"10760",235527,"Summer",2017,70.11
"10761",203118,"Fall",2019,96.66
"10762",213179,"Winter",2019,81.41
"10763",227951,"Spring",2022,73.33
"10764",286882,"Summer",2015,80.28
"10765",217362,"Fall",2013,72.09
"10766",202491,"Winter",2022,69.52
"10767",248039,"Spring",2019,71.74
"10768",221238,"Summer",2013,67.69
"10769",217825,"Fall",2018,77.36
"10770",262671,"Winter",2015,64.82
"10771",263615,"Spring",2019,75.67
"10772",271814,"Summer",2018,67.83
"10773",231046,"Fall",2015,83.48
"10774",232447,"Winter",2019,68.89
"10775",268936,"Spring",2019,75.05
"10776",272716,"Summer",2015,89.8
"10777",298740,"Fall",2020,72.88
"10778",221655,"Winter",2018,77.67
"10779",222852,"Spring",2012,68.09
"10780",224131,"Summer",2017,87.11
"10781",263120,"Fall",2014,95.63
"10782",217672,"Winter",2013,80.95
"10783",272552,"Spring",2018,83.44
"10784",215166,"Summer",2019,66.14
"10785",218215,"Fall",2019,88.13
"10786",207668,"Winter",2017,67.66
"10787",218093,"Spring",2016,99.9
"10788",203928,"Summer",2019,73.94
"10789",236111,"Fall",2018,101.75
"10790",267171,"Winter",2017,76.59
"10791",236505,"Spring",2016,62.27
"10792",256906,"Summer",2018,76.34
"10793",223057,"Fall",2015,69.91
"10794",244966,"Winter",2019,70.82
"10795",264005,"Spring",2012,63.8
"10796",288389,"Summer",2014,75.52
"10797",282196,"Fall",2017,94.81
"10798",270770,"Winter",2017,78.69
"10799",284801,"Spring",2013,69.57
"10800",251383,"Summer",2020,87.02
"10801",280103,"Fall",2021,92.74
"10802",259708,"Winter",2014,77.66
"10803",288657,"Spring",2019,77.23
"10804",293729,"Summer",2017,82.36
"10805",289928,"Fall",2014,95.5
"10806",274793,"Winter",2019,87.88
"10807",228979,"Spring",2015,92.79
"10808",266445,"Summer",2017,70.05
"10809",202517,"Fall",2018,65
"10810",279647,"Winter",2012,55.67
"10811",268409,"Spring",2013,84.59
"10812",293766,"Summer",2014,70.99
"10813",254527,"Fall",2016,70.49
"10814",215599,"Winter",2015,61.42
"10815",217897,"Spring",2019,71.42
"10816",235056,"Summer",2021,99.14
"10817",222727,"Fall",2018,72.41
"10818",217055,"Winter",2019,104.05
"10819",217596,"Spring",2015,75.95
"10820",204999,"Summer",2014,72.69
"10821",279058,"Fall",2020,83.86
"10822",201533,"Winter",2016,76.16
"10823",265808,"Spring",2015,71.32
"10824",292199,"Summer",2015,91.26
"10825",287121,"Fall",2015,92.95
"10826",247448,"Winter",2022,82.75
"10827",249297,"Spring",2014,94.76
"10828",288365,"Summer",2015,68.68
"10829",278807,"Fall",2013,93.98
"10830",283499,"Winter",2018,63.59
"10831",216281,"Spring",2016,98.7
"10832",270121,"Summer",2013,92.01
"10833",288376,"Fall",2018,63.82
"10834",252886,"Winter",2015,67.17
"10835",231393,"Spring",2020,76.95
"10836",208549,"Summer",2022,72.57
"10837",294038,"Fall",2020,78.91
"10838",258610,"Winter",2019,83.93
"10839",268717,"Spring",2014,106.87
"10840",267767,"Summer",2017,100.84
"10841",274982,"Fall",2014,82.93
"10842",215348,"Winter",2015,83.98
"10843",290797,"Spring",2020,60.48
"10844",276280,"Summer",2013,71.27
"10845",296269,"Fall",2013,91.64
"10846",214424,"Winter",2017,65.62
"10847",227543,"Spring",2017,67.33
"10848",268358,"Summer",2017,79.02
"10849",223544,"Fall",2018,57.18
"10850",285607,"Winter",2017,93.66
"10851",298977,"Spring",2022,78.52
"10852",266063,"Summer",2016,93.84
"10853",213877,"Fall",2018,82.14
"10854",294610,"Winter",2017,66.19
"10855",241902,"Spring",2022,76.64
"10856",259072,"Summer",2016,62.61
"10857",292398,"Fall",2015,91.3
"10858",212086,"Winter",2019,84.17
"10859",204313,"Spring",2017,69.25
"10860",292056,"Summer",2013,65.94
"10861",258633,"Fall",2017,65.25
"10862",280353,"Winter",2014,67.77
"10863",211521,"Spring",2022,90.42
"10864",265436,"Summer",2016,64.56
"10865",236536,"Fall",2013,90.86
"10866",287527,"Winter",2022,55.76
"10867",201565,"Spring",2018,64.65
"10868",235413,"Summer",2013,82.31
"10869",285461,"Fall",2018,94.07
"10870",202737,"Winter",2016,85.8
"10871",245414,"Spring",2014,63.71
"10872",245461,"Summer",2014,77.96
"10873",241723,"Fall",2016,91.95
"10874",283298,"Winter",2013,83.61
"10875",265641,"Spring",2013,68.97
"10876",201401,"Summer",2021,78.9
"10877",298475,"Fall",2014,78.7
"10878",258938,"Winter",2017,59.3
"10879",285859,"Spring",2019,87.16
"10880",294042,"Summer",2016,79.08
"10881",239706,"Fall",2019,76.32
"10882",286879,"Winter",2017,60.87
"10883",259157,"Spring",2016,92.19
"10884",212887,"Summer",2019,69.81
"10885",253217,"Fall",2019,84.01
"10886",237146,"Winter",2019,79.04
"10887",216579,"Spring",2021,52.74
"10888",291467,"Summer",2021,75.74
"10889",202749,"Fall",2020,69.69
"10890",249681,"Winter",2018,83.42
"10891",219763,"Spring",2020,72.38
"10892",266658,"Summer",2020,87.4
"10893",269345,"Fall",2018,79.51
"10894",294624,"Winter",2016,75.41
"10895",266002,"Spring",2017,76.77
"10896",218519,"Summer",2014,81.24
"10897",241724,"Fall",2014,90.67
"10898",224773,"Winter",2022,60.63
"10899",269614,"Spring",2014,79.3
"10900",293628,"Summer",2014,83.47
"10901",240064,"Fall",2019,82.61
"10902",212070,"Winter",2021,70.23
"10903",276465,"Spring",2014,70.67
"10904",264457,"Summer",2020,88.97
"10905",206944,"Fall",2014,69.74
"10906",222988,"Winter",2016,81.83
"10907",213651,"Spring",2016,82.63
"10908",298605,"Summer",2016,83.92
"10909",210319,"Fall",2020,86.64
"10910",208755,"Winter",2012,81.09
"10911",263064,"Spring",2014,69.31
"10912",214709,"Summer",2018,93.69
"10913",200120,"Fall",2021,81.82
"10914",224455,"Winter",2021,80.21
"10915",211560,"Spring",2020,79.38
"10916",268535,"Summer",2021,80.35
"10917",257760,"Fall",2017,87.84
"10918",255510,"Winter",2019,71.48
"10919",247105,"Spring",2016,81.04
"10920",268216,"Summer",2018,82.73
"10921",241395,"Fall",2015,67.64
"10922",200430,"Winter",2019,67.44
"10923",276317,"Spring",2017,64.53
"10924",205378,"Summer",2014,71.41
"10925",248455,"Fall",2015,83.12
"10926",239547,"Winter",2016,73.58
"10927",220969,"Spring",2016,70.96
"10928",219459,"Summer",2021,60.22
"10929",200405,"Fall",2013,57.63
"10930",294025,"Winter",2015,76.38
"10931",274273,"Spring",2012,70.15
"10932",297717,"Summer",2014,87.5
"10933",260277,"Fall",2018,89.42
"10934",297629,"Winter",2017,80.22
"10935",292933,"Spring",2018,85.3
"10936",294860,"Summer",2013,84.32
"10937",266387,"Fall",2017,76.4
"10938",265369,"Winter",2017,79.56
"10939",262559,"Spring",2014,83.53
"10940",299106,"Summer",2015,70.99
"10941",255895,"Fall",2014,90.44
"10942",249417,"Winter",2015,82.2
"10943",288800,"Spring",2015,91.73
"10944",232821,"Summer",2017,72.31
"10945",294912,"Fall",2013,70.89
"10946",240397,"Winter",2014,79.41
"10947",284608,"Spring",2018,81.24
"10948",264318,"Summer",2017,56.4
"10949",246840,"Fall",2013,81.11
"10950",256924,"Winter",2016,58.75
"10951",285929,"Spring",2017,79.13
"10952",267934,"Summer",2015,70.49
"10953",248636,"Fall",2021,79.27
"10954",283105,"Winter",2020,74.63
"10955",263560,"Spring",2018,102.39
"10956",211476,"Summer",2015,76.78
"10957",232802,"Fall",2012,67.67
"10958",282566,"Winter",2020,58.86
"10959",261846,"Spring",2019,86.39
"10960",227852,"Summer",2021,55.85
"10961",286040,"Fall",2012,71.69
"10962",208751,"Winter",2014,70.76
"10963",201154,"Spring",2015,85.05
"10964",261277,"Summer",2021,62.83
"10965",233422,"Fall",2015,90.16
"10966",211992,"Winter",2019,68.68
"10967",210714,"Spring",2013,105.07
"10968",292655,"Summer",2018,70.76
"10969",259834,"Fall",2021,83.95
"10970",268764,"Winter",2014,73.32
"10971",259778,"Spring",2022,85.29
"10972",249608,"Summer",2014,70.56
"10973",291520,"Fall",2014,86.53
"10974",259966,"Winter",2018,87.76
"10975",218711,"Spring",2016,75.54
"10976",244111,"Summer",2018,89.07
"10977",236599,"Fall",2015,70.84
"10978",204497,"Winter",2018,64.38
"10979",249110,"Spring",2019,65.72
"10980",298493,"Summer",2021,72.49
"10981",274446,"Fall",2019,89.25
"10982",211757,"Winter",2015,79.08
"10983",279406,"Spring",2013,65.45
"10984",278845,"Summer",2013,105.96
"10985",288326,"Fall",2016,84.45
"10986",217480,"Winter",2016,62.07
"10987",281118,"Spring",2015,85.95
"10988",236482,"Summer",2018,73.29
"10989",271231,"Fall",2013,82.68
"10990",205009,"Winter",2013,81.71
"10991",244993,"Spring",2015,66.9
"10992",287361,"Summer",2015,58.6
"10993",282534,"Fall",2012,112.27
"10994",261074,"Winter",2013,84.7
"10995",255194,"Spring",2018,78.02
"10996",283127,"Summer",2019,88.21
"10997",221659,"Fall",2013,81.55
"10998",262351,"Winter",2015,59.56
"10999",286994,"Spring",2015,78.72
"11000",224475,"Summer",2012,65.61
"11001",207155,"Fall",2013,66.73
"11002",264786,"Winter",2015,84.82
"11003",207855,"Spring",2016,76.44
"11004",295816,"Summer",2020,80.09
"11005",236736,"Fall",2014,82.28
"11006",267851,"Winter",2015,60.06
"11007",221303,"Spring",2020,68.99
"11008",290639,"Summer",2017,63.58
"11009",215063,"Fall",2018,75.85
"11010",261571,"Winter",2018,73.32
"11011",286952,"Spring",2017,87.55
"11012",230547,"Summer",2018,90.58
"11013",269025,"Fall",2021,69.41
"11014",289642,"Winter",2019,55.52
"11015",240625,"Spring",2016,73.91
"11016",269077,"Summer",2019,52.57
"11017",223400,"Fall",2020,69.83
"11018",200206,"Winter",2020,81.49
"11019",217836,"Spring",2015,88.78
"11020",264513,"Summer",2021,68.61
"11021",246536,"Fall",2013,98.43
"11022",244715,"Winter",2016,70.97
"11023",291552,"Spring",2015,76.35
"11024",208933,"Summer",2014,77.69
"11025",207605,"Fall",2016,81.54
"11026",221655,"Winter",2020,66.98
"11027",264881,"Spring",2015,71.67
"11028",225449,"Summer",2014,80.04
"11029",295332,"Fall",2022,83.64
"11030",239679,"Winter",2014,78.98
"11031",283132,"Spring",2017,57.7
"11032",271968,"Summer",2014,73.1
"11033",228452,"Fall",2012,112.29
"11034",266155,"Winter",2015,91.8
"11035",263393,"Spring",2017,71.97
"11036",258361,"Summer",2014,76.56
"11037",235428,"Fall",2015,59.15
"11038",294616,"Winter",2020,72.58
"11039",288810,"Spring",2021,83.31
"11040",254105,"Summer",2019,81.02
"11041",240364,"Fall",2019,67.22
"11042",226316,"Winter",2022,72.54
"11043",238187,"Spring",2016,93.2
"11044",234169,"Summer",2021,75.85
"11045",220740,"Fall",2018,81.06
"11046",209716,"Winter",2016,71.05
"11047",278088,"Spring",2021,86.54
"11048",299909,"Summer",2013,86.52
"11049",218566,"Fall",2014,83.69
"11050",201240,"Winter",2020,86.56
"11051",214876,"Spring",2013,72.68
"11052",216860,"Summer",2013,79.32
"11053",265030,"Fall",2014,83.48
"11054",298609,"Winter",2018,60.3
"11055",211412,"Spring",2019,81.57
"11056",211301,"Summer",2016,79.92
"11057",236759,"Fall",2017,75.25
"11058",278201,"Winter",2018,83.87
"11059",286472,"Spring",2017,65.5
"11060",236971,"Summer",2014,63.78
"11061",225703,"Fall",2018,69.21
"11062",222410,"Winter",2018,55.2
"11063",256089,"Spring",2017,88.77
"11064",289422,"Summer",2015,89.26
"11065",265831,"Fall",2015,99.55
"11066",201265,"Winter",2015,72.19
"11067",242664,"Spring",2018,68.74
"11068",285796,"Summer",2021,63.42
"11069",213929,"Fall",2016,83.44
"11070",235804,"Winter",2013,71.81
"11071",291540,"Spring",2022,79.34
"11072",224301,"Summer",2019,68.82
"11073",287226,"Fall",2015,84.64
"11074",250493,"Winter",2022,61.23
"11075",282373,"Spring",2018,76.49
"11076",267343,"Summer",2021,79.67
"11077",201756,"Fall",2017,86.06
"11078",217460,"Winter",2014,77.99
"11079",254826,"Spring",2020,73.48
"11080",285715,"Summer",2020,71.02
"11081",288333,"Fall",2017,94.25
"11082",264867,"Winter",2017,68.14
"11083",263285,"Spring",2020,76.2
"11084",256477,"Summer",2017,78.45
"11085",222706,"Fall",2016,69.42
"11086",271156,"Winter",2013,72.25
"11087",270825,"Spring",2012,80.74
"11088",299131,"Summer",2019,69.25
"11089",214302,"Fall",2015,84.06
"11090",288320,"Winter",2013,76.03
"11091",218832,"Spring",2015,66.78
"11092",253638,"Summer",2019,80.24
"11093",249557,"Fall",2015,84.87
"11094",240667,"Winter",2016,83.62
"11095",257470,"Spring",2016,83.44
"11096",259679,"Summer",2019,66.12
"11097",267936,"Fall",2018,95.22
"11098",292724,"Winter",2018,75.16
"11099",228267,"Spring",2015,75.36
"11100",213622,"Summer",2021,57.86
"11101",217176,"Fall",2021,90.63
"11102",288547,"Winter",2022,97.43
"11103",259517,"Spring",2018,77.68
"11104",282201,"Summer",2014,83.82
"11105",229064,"Fall",2019,78.66
"11106",220601,"Winter",2017,59.57
"11107",252061,"Spring",2022,65.16
"11108",277064,"Summer",2013,64.77
"11109",225130,"Fall",2017,86.46
"11110",226043,"Winter",2016,76.25
"11111",210078,"Spring",2018,82.56
"11112",210222,"Summer",2022,85.71
"11113",239922,"Fall",2020,96.12
"11114",237381,"Winter",2021,70.86
"11115",203585,"Spring",2018,78.5
"11116",213625,"Summer",2021,74.75
"11117",246326,"Fall",2014,89.98
"11118",246506,"Winter",2014,76.18
"11119",231214,"Spring",2016,76.5
"11120",234274,"Summer",2013,77.79
"11121",277334,"Fall",2021,77.22
"11122",210449,"Winter",2022,64.84
"11123",241693,"Spring",2014,69.36
"11124",238125,"Summer",2016,86.21
"11125",282490,"Fall",2018,87.17
"11126",205839,"Winter",2017,84.57
"11127",278456,"Spring",2015,91.75
"11128",255964,"Summer",2019,92.1
"11129",235349,"Fall",2019,83.15
"11130",249592,"Winter",2021,61.61
"11131",235669,"Spring",2016,78.65
"11132",223171,"Summer",2016,94.97
"11133",263958,"Fall",2016,95.25
"11134",248281,"Winter",2017,64.41
"11135",215574,"Spring",2014,50.26
"11136",226766,"Summer",2015,72.08
"11137",256411,"Fall",2019,77.95
"11138",224460,"Winter",2016,64.65
"11139",295677,"Spring",2016,85.52
"11140",275871,"Summer",2016,59.78
"11141",212447,"Fall",2016,76.31
"11142",214231,"Winter",2017,58.99
"11143",293324,"Spring",2022,71.73
"11144",296489,"Summer",2017,79.8
"11145",257677,"Fall",2017,84.38
"11146",279173,"Winter",2015,66.18
"11147",211496,"Spring",2019,86.29
"11148",259964,"Summer",2013,74.81
"11149",248926,"Fall",2014,89.43
"11150",209402,"Winter",2016,81.86
"11151",252235,"Spring",2013,77.99
"11152",218097,"Summer",2019,82.4
"11153",211118,"Fall",2019,56.89
"11154",269993,"Winter",2016,61.39
"11155",268518,"Spring",2021,87.77
"11156",251141,"Summer",2021,81.76
"11157",226891,"Fall",2018,82.78
"11158",235136,"Winter",2019,61.38
"11159",220801,"Spring",2021,56.23
"11160",218533,"Summer",2014,66.54
"11161",251789,"Fall",2022,84.76
"11162",233517,"Winter",2019,66.79
"11163",242023,"Spring",2012,62.57
"11164",234051,"Summer",2015,85.43
"11165",290918,"Fall",2018,81.9
"11166",256358,"Winter",2021,71.35
"11167",235953,"Spring",2013,83.65
"11168",289179,"Summer",2018,75.87
"11169",205007,"Fall",2015,60.44
"11170",299402,"Winter",2016,83.36
"11171",298233,"Spring",2013,80.07
"11172",282038,"Summer",2020,85.2
"11173",236612,"Fall",2022,82.77
"11174",233679,"Winter",2014,78.56
"11175",229725,"Spring",2015,68.96
"11176",248074,"Summer",2014,68.17
"11177",249905,"Fall",2012,87.38
"11178",232526,"Winter",2012,75.9
"11179",271933,"Spring",2013,70.58
"11180",236907,"Summer",2013,93.87
"11181",269431,"Fall",2019,66.72
"11182",268430,"Winter",2012,68.25
"11183",201334,"Spring",2020,63.09
"11184",208311,"Summer",2019,79.09
"11185",291507,"Fall",2020,85.21
"11186",263143,"Winter",2022,94.41
"11187",230225,"Spring",2015,75.87
"11188",293669,"Summer",2019,75.34
"11189",236691,"Fall",2021,74.98
"11190",290210,"Winter",2019,61.66
"11191",259898,"Spring",2017,90.59
"11192",202633,"Summer",2017,81.18
"11193",235150,"Fall",2013,77.71
"11194",251005,"Winter",2019,76.42
"11195",211735,"Spring",2022,70.05
"11196",263059,"Summer",2021,67.79
"11197",218546,"Fall",2013,81.91
"11198",250166,"Winter",2014,84.26
"11199",296357,"Spring",2015,71.69
"11200",215432,"Summer",2013,79.63
"11201",248077,"Fall",2014,106.27
"11202",234337,"Winter",2021,76.9
"11203",291308,"Spring",2014,94.01
"11204",248996,"Summer",2020,73.53
"11205",281977,"Fall",2014,85.81
"11206",273246,"Winter",2015,77.07
"11207",277501,"Spring",2020,94.34
"11208",259911,"Summer",2016,66.32
"11209",227639,"Fall",2014,74.46
"11210",291960,"Winter",2017,70.78
"11211",210593,"Spring",2012,82.08
"11212",295790,"Summer",2014,85.09
"11213",263391,"Fall",2014,72.69
"11214",226039,"Winter",2020,65.94
"11215",250934,"Spring",2016,73.29
"11216",263390,"Summer",2013,89.31
"11217",252204,"Fall",2019,78.55
"11218",205780,"Winter",2021,84.04
"11219",211537,"Spring",2020,87.1
"11220",241600,"Summer",2021,79.34
"11221",201319,"Fall",2017,77.45
"11222",216826,"Winter",2019,65.31
"11223",215512,"Spring",2013,84.79
"11224",241533,"Summer",2013,86.16
"11225",249381,"Fall",2020,90.04
"11226",248541,"Winter",2021,62.96
"11227",220899,"Spring",2020,84.51
"11228",297847,"Summer",2018,83.6
"11229",289092,"Fall",2020,91.31
"11230",277979,"Winter",2021,61.02
"11231",201235,"Spring",2017,79.31
"11232",248727,"Summer",2021,79.27
"11233",244384,"Fall",2022,76.75
"11234",271329,"Winter",2020,73.33
"11235",249909,"Spring",2013,77.08
"11236",207790,"Summer",2019,88.34
"11237",269997,"Fall",2016,87.67
"11238",210174,"Winter",2019,65.38
"11239",254631,"Spring",2012,78.57
"11240",237474,"Summer",2013,71.45
"11241",271875,"Fall",2015,73.53
"11242",205700,"Winter",2019,81.62
"11243",286426,"Spring",2021,77.32
"11244",280271,"Summer",2020,76.47
"11245",297074,"Fall",2019,90.38
"11246",211297,"Winter",2020,83.82
"11247",266584,"Spring",2017,79.82
"11248",272612,"Summer",2016,86.3
"11249",212006,"Fall",2016,74.59
"11250",217198,"Winter",2021,51.89
"11251",247613,"Spring",2014,55.07
"11252",209627,"Summer",2013,87.58
"11253",202317,"Fall",2022,86.04
"11254",210665,"Winter",2019,81.67
"11255",272402,"Spring",2016,68.41
"11256",275384,"Summer",2015,89.51
"11257",254478,"Fall",2017,80.01
"11258",226720,"Winter",2015,81.44
"11259",252680,"Spring",2014,78.5
"11260",218672,"Summer",2017,71.73
"11261",295650,"Fall",2020,80.71
"11262",245973,"Winter",2016,76.59
"11263",244587,"Spring",2013,77.86
"11264",280386,"Summer",2022,66.9
"11265",217983,"Fall",2019,78.62
"11266",292702,"Winter",2021,88.56
"11267",296253,"Spring",2017,74.91
"11268",229888,"Summer",2017,82.95
"11269",227176,"Fall",2020,74.63
"11270",261770,"Winter",2013,54.83
"11271",239963,"Spring",2020,81.73
"11272",225119,"Summer",2017,78.09
"11273",240375,"Fall",2017,89.17
"11274",277465,"Winter",2014,81.77
"11275",291311,"Spring",2019,73.8
"11276",254005,"Summer",2017,77.54
"11277",247803,"Fall",2017,97.77
"11278",200962,"Winter",2018,65.73
"11279",273635,"Spring",2013,72.13
"11280",253657,"Summer",2021,78.33
"11281",286670,"Fall",2014,83.01
"11282",220589,"Winter",2021,60.36
"11283",213195,"Spring",2016,63.26
"11284",276394,"Summer",2016,72.45
"11285",248595,"Fall",2017,87.77
"11286",263535,"Winter",2018,78.75
"11287",274646,"Spring",2014,71.86
"11288",232023,"Summer",2018,82.76
"11289",290392,"Fall",2020,86.94
"11290",238178,"Winter",2016,86.67
"11291",228209,"Spring",2017,76.37
"11292",223905,"Summer",2018,81.02
"11293",262383,"Fall",2022,95.01
"11294",247308,"Winter",2012,78.91
"11295",279298,"Spring",2021,81.73
"11296",227354,"Summer",2013,69.77
"11297",243941,"Fall",2020,87.16
"11298",228801,"Winter",2021,82.26
"11299",225301,"Spring",2013,84.14
"11300",241004,"Summer",2020,80.36
"11301",232815,"Fall",2018,66.52
"11302",225345,"Winter",2012,68.2
"11303",208300,"Spring",2013,75.7
"11304",244909,"Summer",2014,71.92
"11305",222258,"Fall",2016,78.79
"11306",217309,"Winter",2014,68.75
"11307",215998,"Spring",2021,79.38
"11308",267761,"Summer",2016,78.14
"11309",236649,"Fall",2016,101.19
"11310",279805,"Winter",2016,49.81
"11311",204719,"Spring",2013,94.36
"11312",219716,"Summer",2013,68.26
"11313",290192,"Fall",2020,95.51
"11314",291347,"Winter",2022,66.37
"11315",293314,"Spring",2018,69.19
"11316",229380,"Summer",2013,73.62
"11317",281783,"Fall",2020,79.76
