voter_id,treatment,age_group,education,baseline_turnout_prob,treatment_effect,voted_2022
2367,Control,50-64,Graduate,0.68,0,0
2368,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2369,Control,18-29,Graduate,0.35,0,1
2370,Control,30-49,High School,0.52,0,0
2371,Postcard,50-64,Some College,0.68,0.05,0
2372,Personal Visit,30-49,Some College,0.52,0.12,1
2373,Control,18-29,High School,0.35,0,0
2374,Postcard,18-29,Bachelor's,0.35,0.05,1
2375,Personal Visit,30-49,High School,0.52,0.12,1
2376,Control,30-49,Bachelor's,0.52,0,0
2377,Control,30-49,High School,0.52,0,0
2378,Control,65+,Some College,0.74,0,1
2379,Phone Call,30-49,Graduate,0.52,0.08,0
2380,Personal Visit,30-49,Some College,0.52,0.12,1
2381,Control,30-49,Bachelor's,0.52,0,1
2382,Control,18-29,Some College,0.35,0,1
2383,Control,65+,Some College,0.74,0,1
2384,Personal Visit,18-29,Some College,0.35,0.12,1
2385,Control,18-29,Bachelor's,0.35,0,0
2386,Phone Call,65+,Some College,0.74,0.08,1
2387,Personal Visit,65+,High School,0.74,0.12,1
2388,Personal Visit,30-49,High School,0.52,0.12,0
2389,Personal Visit,30-49,Bachelor's,0.52,0.12,0
2390,Personal Visit,18-29,High School,0.35,0.12,1
2391,Postcard,65+,Graduate,0.74,0.05,1
2392,Phone Call,50-64,Bachelor's,0.68,0.08,1
2393,Control,50-64,High School,0.68,0,1
2394,Phone Call,65+,Bachelor's,0.74,0.08,0
2395,Phone Call,18-29,Graduate,0.35,0.08,0
2396,Postcard,65+,Graduate,0.74,0.05,1
2397,Phone Call,50-64,High School,0.68,0.08,0
2398,Control,50-64,High School,0.68,0,1
2399,Personal Visit,50-64,High School,0.68,0.12,1
2400,Postcard,18-29,Some College,0.35,0.05,1
2401,Phone Call,30-49,High School,0.52,0.08,1
2402,Control,50-64,Graduate,0.68,0,0
2403,Control,30-49,High School,0.52,0,0
2404,Control,50-64,High School,0.68,0,1
2405,Control,30-49,Some College,0.52,0,0
2406,Control,18-29,High School,0.35,0,1
2407,Phone Call,50-64,Bachelor's,0.68,0.08,1
2408,Postcard,50-64,Some College,0.68,0.05,1
2409,Postcard,18-29,Bachelor's,0.35,0.05,0
2410,Personal Visit,30-49,High School,0.52,0.12,1
2411,Control,30-49,High School,0.52,0,0
2412,Personal Visit,30-49,Some College,0.52,0.12,1
2413,Postcard,50-64,High School,0.68,0.05,0
2414,Phone Call,50-64,Some College,0.68,0.08,1
2415,Personal Visit,65+,Graduate,0.74,0.12,1
2416,Control,18-29,Bachelor's,0.35,0,0
2417,Control,50-64,Some College,0.68,0,1
2418,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2419,Phone Call,65+,Bachelor's,0.74,0.08,1
2420,Phone Call,30-49,Some College,0.52,0.08,0
2421,Personal Visit,18-29,Bachelor's,0.35,0.12,0
2422,Control,30-49,Bachelor's,0.52,0,0
2423,Postcard,30-49,Some College,0.52,0.05,0
2424,Postcard,30-49,Graduate,0.52,0.05,1
2425,Postcard,50-64,Bachelor's,0.68,0.05,1
2426,Phone Call,18-29,High School,0.35,0.08,0
2427,Control,65+,Bachelor's,0.74,0,1
2428,Control,18-29,Some College,0.35,0,0
2429,Postcard,50-64,Some College,0.68,0.05,1
2430,Control,18-29,High School,0.35,0,0
2431,Control,30-49,Some College,0.52,0,0
2432,Control,30-49,Graduate,0.52,0,1
2433,Control,30-49,High School,0.52,0,1
2434,Control,65+,Some College,0.74,0,0
2435,Phone Call,30-49,Graduate,0.52,0.08,1
2436,Postcard,50-64,Some College,0.68,0.05,0
2437,Phone Call,50-64,High School,0.68,0.08,1
2438,Postcard,30-49,Some College,0.52,0.05,1
2439,Personal Visit,65+,High School,0.74,0.12,1
2440,Control,30-49,High School,0.52,0,1
2441,Personal Visit,18-29,Some College,0.35,0.12,0
2442,Control,50-64,Bachelor's,0.68,0,1
2443,Phone Call,30-49,Some College,0.52,0.08,1
2444,Control,18-29,Bachelor's,0.35,0,1
2445,Postcard,30-49,Some College,0.52,0.05,1
2446,Phone Call,30-49,High School,0.52,0.08,0
2447,Personal Visit,50-64,High School,0.68,0.12,0
2448,Control,30-49,Bachelor's,0.52,0,1
2449,Control,18-29,Bachelor's,0.35,0,1
2450,Phone Call,18-29,High School,0.35,0.08,1
2451,Personal Visit,65+,Some College,0.74,0.12,1
2452,Phone Call,30-49,Some College,0.52,0.08,0
2453,Control,50-64,Some College,0.68,0,0
2454,Postcard,65+,Some College,0.74,0.05,1
2455,Postcard,18-29,Bachelor's,0.35,0.05,1
2456,Phone Call,65+,Some College,0.74,0.08,1
2457,Phone Call,65+,High School,0.74,0.08,1
2458,Control,18-29,Some College,0.35,0,0
2459,Control,18-29,High School,0.35,0,0
2460,Control,30-49,High School,0.52,0,1
2461,Personal Visit,18-29,Some College,0.35,0.12,1
2462,Control,50-64,Graduate,0.68,0,1
2463,Control,18-29,Some College,0.35,0,1
2464,Phone Call,50-64,Some College,0.68,0.08,1
2465,Personal Visit,50-64,Bachelor's,0.68,0.12,1
2466,Postcard,65+,Some College,0.74,0.05,1
2467,Personal Visit,65+,Some College,0.74,0.12,1
2468,Personal Visit,65+,Some College,0.74,0.12,1
2469,Postcard,18-29,Some College,0.35,0.05,0
2470,Postcard,30-49,Bachelor's,0.52,0.05,0
2471,Control,18-29,High School,0.35,0,1
2472,Phone Call,65+,Graduate,0.74,0.08,0
2473,Postcard,50-64,High School,0.68,0.05,0
2474,Control,18-29,Some College,0.35,0,0
2475,Phone Call,50-64,Bachelor's,0.68,0.08,1
2476,Control,18-29,Graduate,0.35,0,0
2477,Personal Visit,18-29,High School,0.35,0.12,0
2478,Postcard,50-64,Some College,0.68,0.05,1
2479,Postcard,30-49,Some College,0.52,0.05,1
2480,Phone Call,30-49,Some College,0.52,0.08,1
2481,Personal Visit,18-29,Bachelor's,0.35,0.12,1
2482,Personal Visit,65+,Bachelor's,0.74,0.12,1
2483,Phone Call,18-29,Bachelor's,0.35,0.08,0
2484,Postcard,65+,High School,0.74,0.05,1
2485,Personal Visit,18-29,High School,0.35,0.12,1
2486,Control,65+,Graduate,0.74,0,1
2487,Postcard,30-49,Bachelor's,0.52,0.05,0
2488,Control,18-29,Bachelor's,0.35,0,1
2489,Personal Visit,50-64,Bachelor's,0.68,0.12,0
2490,Control,65+,High School,0.74,0,1
2491,Control,18-29,Bachelor's,0.35,0,0
2492,Control,18-29,Some College,0.35,0,1
2493,Personal Visit,50-64,Some College,0.68,0.12,1
2494,Personal Visit,65+,Some College,0.74,0.12,1
2495,Personal Visit,65+,Bachelor's,0.74,0.12,1
2496,Personal Visit,18-29,Graduate,0.35,0.12,1
2497,Personal Visit,50-64,Some College,0.68,0.12,1
2498,Postcard,30-49,Bachelor's,0.52,0.05,1
2499,Postcard,30-49,Some College,0.52,0.05,1
2500,Postcard,50-64,Some College,0.68,0.05,1
2501,Phone Call,18-29,Some College,0.35,0.08,0
2502,Postcard,18-29,High School,0.35,0.05,1
2503,Phone Call,18-29,Bachelor's,0.35,0.08,0
2504,Personal Visit,50-64,Bachelor's,0.68,0.12,1
2505,Control,30-49,Bachelor's,0.52,0,0
2506,Control,50-64,Graduate,0.68,0,1
2507,Control,18-29,High School,0.35,0,0
2508,Phone Call,30-49,Graduate,0.52,0.08,0
2509,Postcard,30-49,Graduate,0.52,0.05,0
2510,Personal Visit,30-49,Bachelor's,0.52,0.12,0
2511,Phone Call,18-29,Some College,0.35,0.08,1
2512,Phone Call,30-49,Bachelor's,0.52,0.08,1
2513,Control,50-64,Some College,0.68,0,1
2514,Control,50-64,Some College,0.68,0,0
2515,Control,65+,Graduate,0.74,0,0
2516,Phone Call,50-64,Bachelor's,0.68,0.08,1
2517,Personal Visit,50-64,Some College,0.68,0.12,1
2518,Personal Visit,50-64,Graduate,0.68,0.12,1
2519,Phone Call,65+,Bachelor's,0.74,0.08,1
2520,Phone Call,18-29,Some College,0.35,0.08,0
2521,Control,30-49,Some College,0.52,0,0
2522,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2523,Phone Call,50-64,Some College,0.68,0.08,0
2524,Personal Visit,18-29,Some College,0.35,0.12,0
2525,Phone Call,30-49,Graduate,0.52,0.08,0
2526,Control,50-64,Some College,0.68,0,1
2527,Personal Visit,50-64,Some College,0.68,0.12,1
2528,Phone Call,65+,Bachelor's,0.74,0.08,0
2529,Personal Visit,65+,Bachelor's,0.74,0.12,0
2530,Personal Visit,65+,Bachelor's,0.74,0.12,1
2531,Control,30-49,High School,0.52,0,0
2532,Control,30-49,High School,0.52,0,1
2533,Postcard,30-49,Bachelor's,0.52,0.05,1
2534,Postcard,30-49,Bachelor's,0.52,0.05,1
2535,Postcard,65+,Bachelor's,0.74,0.05,0
2536,Phone Call,18-29,Some College,0.35,0.08,0
2537,Personal Visit,65+,Bachelor's,0.74,0.12,1
2538,Control,18-29,Bachelor's,0.35,0,0
2539,Personal Visit,65+,Some College,0.74,0.12,1
2540,Personal Visit,50-64,High School,0.68,0.12,1
2541,Control,30-49,Some College,0.52,0,1
2542,Phone Call,18-29,Some College,0.35,0.08,1
2543,Postcard,65+,High School,0.74,0.05,0
2544,Postcard,65+,Some College,0.74,0.05,0
2545,Control,65+,High School,0.74,0,1
2546,Postcard,18-29,Bachelor's,0.35,0.05,1
2547,Phone Call,65+,High School,0.74,0.08,1
2548,Postcard,18-29,Bachelor's,0.35,0.05,1
2549,Postcard,50-64,Some College,0.68,0.05,1
2550,Phone Call,18-29,Some College,0.35,0.08,0
2551,Postcard,30-49,Graduate,0.52,0.05,1
2552,Phone Call,50-64,High School,0.68,0.08,1
2553,Personal Visit,65+,High School,0.74,0.12,1
2554,Control,50-64,High School,0.68,0,1
2555,Postcard,30-49,Some College,0.52,0.05,0
2556,Postcard,65+,High School,0.74,0.05,1
2557,Phone Call,30-49,Bachelor's,0.52,0.08,1
2558,Postcard,30-49,Some College,0.52,0.05,0
2559,Personal Visit,30-49,High School,0.52,0.12,0
2560,Phone Call,30-49,High School,0.52,0.08,1
2561,Control,30-49,Some College,0.52,0,1
2562,Postcard,30-49,High School,0.52,0.05,1
2563,Phone Call,65+,High School,0.74,0.08,1
2564,Phone Call,18-29,Some College,0.35,0.08,0
2565,Control,18-29,High School,0.35,0,0
2566,Phone Call,18-29,High School,0.35,0.08,1
2567,Control,18-29,Some College,0.35,0,0
2568,Phone Call,50-64,High School,0.68,0.08,1
2569,Postcard,30-49,Graduate,0.52,0.05,1
2570,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2571,Personal Visit,65+,Some College,0.74,0.12,0
2572,Control,65+,Bachelor's,0.74,0,1
2573,Personal Visit,30-49,High School,0.52,0.12,0
2574,Phone Call,50-64,Graduate,0.68,0.08,1
2575,Personal Visit,18-29,Bachelor's,0.35,0.12,0
2576,Control,50-64,Graduate,0.68,0,1
2577,Postcard,18-29,High School,0.35,0.05,0
2578,Phone Call,50-64,Some College,0.68,0.08,1
2579,Personal Visit,30-49,Some College,0.52,0.12,1
2580,Control,50-64,High School,0.68,0,0
2581,Control,30-49,High School,0.52,0,1
2582,Personal Visit,30-49,High School,0.52,0.12,1
2583,Phone Call,18-29,Some College,0.35,0.08,1
2584,Postcard,18-29,Graduate,0.35,0.05,1
2585,Control,18-29,Graduate,0.35,0,1
2586,Postcard,50-64,Bachelor's,0.68,0.05,1
2587,Control,65+,High School,0.74,0,1
2588,Personal Visit,30-49,High School,0.52,0.12,1
2589,Personal Visit,65+,Some College,0.74,0.12,1
2590,Control,30-49,High School,0.52,0,0
2591,Personal Visit,18-29,Bachelor's,0.35,0.12,1
2592,Phone Call,50-64,Some College,0.68,0.08,1
2593,Phone Call,65+,Some College,0.74,0.08,1
2594,Personal Visit,50-64,Some College,0.68,0.12,1
2595,Personal Visit,30-49,High School,0.52,0.12,1
2596,Control,30-49,Bachelor's,0.52,0,0
2597,Phone Call,65+,Some College,0.74,0.08,1
2598,Phone Call,18-29,Some College,0.35,0.08,1
2599,Personal Visit,18-29,Bachelor's,0.35,0.12,0
2600,Personal Visit,30-49,Some College,0.52,0.12,1
2601,Postcard,18-29,Graduate,0.35,0.05,0
2602,Personal Visit,30-49,Some College,0.52,0.12,1
2603,Control,30-49,High School,0.52,0,0
2604,Control,18-29,High School,0.35,0,0
2605,Phone Call,18-29,High School,0.35,0.08,1
2606,Postcard,30-49,Some College,0.52,0.05,1
2607,Postcard,18-29,Bachelor's,0.35,0.05,0
2608,Postcard,30-49,Bachelor's,0.52,0.05,1
2609,Control,30-49,Graduate,0.52,0,1
2610,Phone Call,65+,Some College,0.74,0.08,1
2611,Control,65+,Some College,0.74,0,1
2612,Control,65+,High School,0.74,0,1
2613,Phone Call,30-49,Bachelor's,0.52,0.08,1
2614,Phone Call,30-49,High School,0.52,0.08,0
2615,Personal Visit,18-29,High School,0.35,0.12,1
2616,Personal Visit,18-29,High School,0.35,0.12,1
2617,Postcard,30-49,Bachelor's,0.52,0.05,1
2618,Phone Call,50-64,Bachelor's,0.68,0.08,0
2619,Control,18-29,High School,0.35,0,0
2620,Phone Call,65+,High School,0.74,0.08,1
2621,Postcard,50-64,Some College,0.68,0.05,1
2622,Personal Visit,65+,Some College,0.74,0.12,1
2623,Personal Visit,50-64,Some College,0.68,0.12,1
2624,Phone Call,30-49,Graduate,0.52,0.08,1
2625,Control,50-64,Some College,0.68,0,1
2626,Control,50-64,Bachelor's,0.68,0,1
2627,Postcard,30-49,Some College,0.52,0.05,1
2628,Personal Visit,50-64,High School,0.68,0.12,1
2629,Personal Visit,30-49,Some College,0.52,0.12,1
2630,Personal Visit,50-64,High School,0.68,0.12,1
2631,Postcard,30-49,Some College,0.52,0.05,1
2632,Personal Visit,18-29,High School,0.35,0.12,1
2633,Phone Call,30-49,Bachelor's,0.52,0.08,0
2634,Control,30-49,Graduate,0.52,0,1
2635,Control,50-64,Bachelor's,0.68,0,0
2636,Postcard,65+,High School,0.74,0.05,1
2637,Control,30-49,Bachelor's,0.52,0,1
2638,Personal Visit,30-49,Bachelor's,0.52,0.12,0
2639,Postcard,30-49,Bachelor's,0.52,0.05,0
2640,Control,30-49,Some College,0.52,0,0
2641,Control,50-64,High School,0.68,0,0
2642,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2643,Control,30-49,Bachelor's,0.52,0,1
2644,Personal Visit,30-49,High School,0.52,0.12,1
2645,Postcard,30-49,Some College,0.52,0.05,0
2646,Control,18-29,High School,0.35,0,0
2647,Control,65+,Some College,0.74,0,0
2648,Control,30-49,High School,0.52,0,0
2649,Control,50-64,Some College,0.68,0,0
2650,Postcard,30-49,Graduate,0.52,0.05,1
2651,Control,50-64,Some College,0.68,0,0
2652,Phone Call,65+,High School,0.74,0.08,1
2653,Personal Visit,30-49,High School,0.52,0.12,1
2654,Control,18-29,Bachelor's,0.35,0,1
2655,Control,30-49,Bachelor's,0.52,0,0
2656,Control,18-29,Bachelor's,0.35,0,1
2657,Control,18-29,High School,0.35,0,1
2658,Personal Visit,18-29,Graduate,0.35,0.12,0
2659,Postcard,65+,Graduate,0.74,0.05,1
2660,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2661,Postcard,18-29,High School,0.35,0.05,1
2662,Postcard,50-64,Graduate,0.68,0.05,0
2663,Personal Visit,30-49,Bachelor's,0.52,0.12,0
2664,Postcard,30-49,Some College,0.52,0.05,1
2665,Control,18-29,Bachelor's,0.35,0,0
2666,Phone Call,50-64,Bachelor's,0.68,0.08,1
2667,Phone Call,30-49,Some College,0.52,0.08,0
2668,Personal Visit,18-29,Graduate,0.35,0.12,0
2669,Control,50-64,Some College,0.68,0,1
2670,Control,50-64,Bachelor's,0.68,0,1
2671,Personal Visit,65+,High School,0.74,0.12,1
2672,Postcard,30-49,High School,0.52,0.05,1
2673,Postcard,30-49,Some College,0.52,0.05,1
2674,Phone Call,65+,Bachelor's,0.74,0.08,1
2675,Phone Call,18-29,Some College,0.35,0.08,1
2676,Control,18-29,Bachelor's,0.35,0,1
2677,Postcard,30-49,High School,0.52,0.05,1
2678,Postcard,30-49,Graduate,0.52,0.05,1
2679,Postcard,18-29,High School,0.35,0.05,1
2680,Control,30-49,Some College,0.52,0,0
2681,Phone Call,30-49,Some College,0.52,0.08,1
2682,Control,50-64,Graduate,0.68,0,0
2683,Control,18-29,Graduate,0.35,0,0
2684,Control,18-29,Some College,0.35,0,1
2685,Control,18-29,Graduate,0.35,0,0
2686,Control,30-49,High School,0.52,0,0
2687,Phone Call,18-29,Graduate,0.35,0.08,0
2688,Phone Call,65+,Bachelor's,0.74,0.08,1
2689,Phone Call,30-49,Graduate,0.52,0.08,0
2690,Personal Visit,50-64,Graduate,0.68,0.12,1
2691,Personal Visit,30-49,Bachelor's,0.52,0.12,0
2692,Phone Call,30-49,Graduate,0.52,0.08,1
2693,Phone Call,30-49,High School,0.52,0.08,0
2694,Control,50-64,High School,0.68,0,1
2695,Personal Visit,30-49,Some College,0.52,0.12,0
2696,Postcard,50-64,Some College,0.68,0.05,1
2697,Control,30-49,High School,0.52,0,0
2698,Postcard,30-49,Graduate,0.52,0.05,1
2699,Personal Visit,50-64,High School,0.68,0.12,1
2700,Postcard,30-49,High School,0.52,0.05,1
2701,Phone Call,50-64,High School,0.68,0.08,1
2702,Control,50-64,High School,0.68,0,1
2703,Control,18-29,Some College,0.35,0,1
2704,Control,18-29,High School,0.35,0,1
2705,Control,18-29,Bachelor's,0.35,0,1
2706,Control,65+,Some College,0.74,0,1
2707,Personal Visit,50-64,High School,0.68,0.12,0
2708,Phone Call,18-29,Some College,0.35,0.08,0
2709,Control,65+,Some College,0.74,0,1
2710,Postcard,50-64,High School,0.68,0.05,0
2711,Personal Visit,50-64,Bachelor's,0.68,0.12,0
2712,Personal Visit,50-64,Graduate,0.68,0.12,1
2713,Postcard,18-29,Graduate,0.35,0.05,0
2714,Personal Visit,65+,Bachelor's,0.74,0.12,1
2715,Personal Visit,50-64,High School,0.68,0.12,0
2716,Postcard,30-49,High School,0.52,0.05,1
2717,Personal Visit,18-29,Bachelor's,0.35,0.12,0
2718,Postcard,30-49,Bachelor's,0.52,0.05,1
2719,Control,50-64,High School,0.68,0,1
2720,Control,50-64,High School,0.68,0,0
2721,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2722,Postcard,18-29,Some College,0.35,0.05,0
2723,Phone Call,18-29,Some College,0.35,0.08,0
2724,Control,65+,Bachelor's,0.74,0,1
2725,Control,30-49,High School,0.52,0,0
2726,Control,30-49,High School,0.52,0,0
2727,Personal Visit,30-49,Some College,0.52,0.12,1
2728,Postcard,30-49,High School,0.52,0.05,1
2729,Personal Visit,30-49,Graduate,0.52,0.12,1
2730,Postcard,30-49,Bachelor's,0.52,0.05,1
2731,Postcard,65+,Bachelor's,0.74,0.05,1
2732,Postcard,30-49,Bachelor's,0.52,0.05,0
2733,Control,50-64,Some College,0.68,0,0
2734,Phone Call,65+,Some College,0.74,0.08,1
2735,Postcard,30-49,Some College,0.52,0.05,1
2736,Phone Call,50-64,Bachelor's,0.68,0.08,0
2737,Postcard,65+,Some College,0.74,0.05,1
2738,Control,50-64,Bachelor's,0.68,0,1
2739,Postcard,30-49,Bachelor's,0.52,0.05,1
2740,Postcard,18-29,High School,0.35,0.05,1
2741,Postcard,18-29,Bachelor's,0.35,0.05,0
2742,Phone Call,50-64,Some College,0.68,0.08,1
2743,Personal Visit,50-64,Some College,0.68,0.12,1
2744,Postcard,50-64,Some College,0.68,0.05,1
2745,Phone Call,30-49,Graduate,0.52,0.08,1
2746,Personal Visit,50-64,Bachelor's,0.68,0.12,0
2747,Phone Call,65+,Bachelor's,0.74,0.08,1
2748,Personal Visit,65+,Some College,0.74,0.12,1
2749,Phone Call,50-64,Some College,0.68,0.08,1
2750,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2751,Phone Call,65+,Graduate,0.74,0.08,1
2752,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2753,Phone Call,65+,High School,0.74,0.08,0
2754,Phone Call,50-64,Some College,0.68,0.08,1
2755,Postcard,18-29,High School,0.35,0.05,0
2756,Control,30-49,Bachelor's,0.52,0,0
2757,Postcard,30-49,Bachelor's,0.52,0.05,0
2758,Phone Call,30-49,Some College,0.52,0.08,0
2759,Postcard,18-29,Bachelor's,0.35,0.05,0
2760,Postcard,30-49,Some College,0.52,0.05,0
2761,Personal Visit,50-64,Some College,0.68,0.12,1
2762,Personal Visit,18-29,Graduate,0.35,0.12,1
2763,Control,30-49,High School,0.52,0,1
2764,Control,50-64,High School,0.68,0,1
2765,Postcard,30-49,Bachelor's,0.52,0.05,1
2766,Postcard,30-49,Bachelor's,0.52,0.05,1
2767,Personal Visit,30-49,Bachelor's,0.52,0.12,0
2768,Phone Call,50-64,Bachelor's,0.68,0.08,1
2769,Personal Visit,30-49,Some College,0.52,0.12,1
2770,Personal Visit,65+,High School,0.74,0.12,1
2771,Postcard,30-49,Bachelor's,0.52,0.05,1
2772,Phone Call,65+,Some College,0.74,0.08,1
2773,Personal Visit,65+,Graduate,0.74,0.12,1
2774,Phone Call,30-49,Graduate,0.52,0.08,1
2775,Postcard,50-64,Bachelor's,0.68,0.05,1
2776,Postcard,65+,High School,0.74,0.05,1
2777,Personal Visit,65+,Some College,0.74,0.12,1
2778,Personal Visit,30-49,Graduate,0.52,0.12,1
2779,Postcard,30-49,Some College,0.52,0.05,1
2780,Postcard,50-64,Bachelor's,0.68,0.05,1
2781,Control,50-64,Some College,0.68,0,0
2782,Control,65+,Bachelor's,0.74,0,1
2783,Phone Call,65+,Some College,0.74,0.08,1
2784,Phone Call,50-64,Some College,0.68,0.08,0
2785,Postcard,65+,Some College,0.74,0.05,0
2786,Control,65+,High School,0.74,0,1
2787,Personal Visit,18-29,High School,0.35,0.12,1
2788,Phone Call,65+,Some College,0.74,0.08,1
2789,Postcard,18-29,High School,0.35,0.05,0
2790,Phone Call,65+,High School,0.74,0.08,1
2791,Control,65+,Some College,0.74,0,1
2792,Phone Call,50-64,High School,0.68,0.08,1
2793,Personal Visit,30-49,Some College,0.52,0.12,1
2794,Control,50-64,High School,0.68,0,1
2795,Phone Call,18-29,Bachelor's,0.35,0.08,1
2796,Control,18-29,Bachelor's,0.35,0,0
2797,Personal Visit,65+,Some College,0.74,0.12,1
2798,Control,30-49,High School,0.52,0,1
2799,Phone Call,65+,Bachelor's,0.74,0.08,0
2800,Control,30-49,High School,0.52,0,1
2801,Personal Visit,18-29,Bachelor's,0.35,0.12,1
2802,Postcard,65+,High School,0.74,0.05,1
2803,Phone Call,30-49,Bachelor's,0.52,0.08,1
2804,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2805,Postcard,30-49,High School,0.52,0.05,1
2806,Postcard,30-49,High School,0.52,0.05,0
2807,Phone Call,65+,High School,0.74,0.08,1
2808,Control,50-64,Bachelor's,0.68,0,1
2809,Postcard,65+,High School,0.74,0.05,1
2810,Phone Call,65+,High School,0.74,0.08,1
2811,Postcard,18-29,Graduate,0.35,0.05,1
2812,Personal Visit,30-49,Some College,0.52,0.12,1
2813,Phone Call,30-49,High School,0.52,0.08,1
2814,Personal Visit,30-49,Bachelor's,0.52,0.12,1
2815,Phone Call,65+,Bachelor's,0.74,0.08,0
2816,Postcard,50-64,Bachelor's,0.68,0.05,1
2817,Postcard,18-29,High School,0.35,0.05,0
2818,Phone Call,50-64,Graduate,0.68,0.08,1
2819,Phone Call,18-29,Bachelor's,0.35,0.08,0
2820,Postcard,65+,High School,0.74,0.05,1
2821,Postcard,65+,Bachelor's,0.74,0.05,1
2822,Control,30-49,High School,0.52,0,0
2823,Control,50-64,Graduate,0.68,0,1
2824,Postcard,30-49,Some College,0.52,0.05,0
2825,Phone Call,50-64,Bachelor's,0.68,0.08,1
2826,Control,50-64,Graduate,0.68,0,1
2827,Personal Visit,30-49,Some College,0.52,0.12,1
2828,Personal Visit,18-29,Some College,0.35,0.12,0
2829,Postcard,65+,Graduate,0.74,0.05,0
2830,Personal Visit,18-29,High School,0.35,0.12,1
2831,Control,18-29,Some College,0.35,0,0
2832,Personal Visit,65+,Graduate,0.74,0.12,1
2833,Phone Call,50-64,Some College,0.68,0.08,0
2834,Control,50-64,Some College,0.68,0,1
2835,Postcard,30-49,Some College,0.52,0.05,1
2836,Personal Visit,30-49,Some College,0.52,0.12,1
2837,Control,18-29,Some College,0.35,0,0
2838,Phone Call,18-29,Bachelor's,0.35,0.08,0
2839,Phone Call,30-49,Bachelor's,0.52,0.08,1
2840,Control,18-29,Bachelor's,0.35,0,0
2841,Personal Visit,30-49,Some College,0.52,0.12,0
2842,Phone Call,30-49,Some College,0.52,0.08,0
2843,Postcard,65+,High School,0.74,0.05,0
2844,Control,50-64,High School,0.68,0,1
2845,Postcard,30-49,High School,0.52,0.05,1
2846,Control,18-29,Graduate,0.35,0,1
2847,Control,65+,Graduate,0.74,0,1
2848,Postcard,30-49,Some College,0.52,0.05,0
2849,Personal Visit,65+,Some College,0.74,0.12,1
2850,Personal Visit,50-64,Some College,0.68,0.12,1
2851,Control,50-64,High School,0.68,0,1
2852,Phone Call,30-49,Bachelor's,0.52,0.08,1
2853,Phone Call,65+,Graduate,0.74,0.08,1
2854,Personal Visit,30-49,Bachelor's,0.52,0.12,0
2855,Phone Call,50-64,High School,0.68,0.08,1
2856,Postcard,30-49,Some College,0.52,0.05,0
2857,Postcard,65+,Some College,0.74,0.05,1
2858,Postcard,30-49,Graduate,0.52,0.05,1
2859,Control,65+,Bachelor's,0.74,0,1
2860,Postcard,50-64,High School,0.68,0.05,1
2861,Control,50-64,Some College,0.68,0,0
2862,Phone Call,30-49,Some College,0.52,0.08,1
2863,Postcard,65+,Bachelor's,0.74,0.05,1
2864,Postcard,30-49,High School,0.52,0.05,0
2865,Phone Call,30-49,High School,0.52,0.08,1
2866,Control,65+,Bachelor's,0.74,0,0
2867,Control,18-29,Bachelor's,0.35,0,1
2868,Postcard,18-29,High School,0.35,0.05,0
2869,Postcard,30-49,Some College,0.52,0.05,0
2870,Control,18-29,Some College,0.35,0,0
2871,Postcard,50-64,Bachelor's,0.68,0.05,1
2872,Phone Call,18-29,High School,0.35,0.08,1
2873,Control,30-49,High School,0.52,0,0
2874,Personal Visit,18-29,Some College,0.35,0.12,1
2875,Postcard,18-29,Some College,0.35,0.05,1
2876,Control,50-64,Bachelor's,0.68,0,1
2877,Phone Call,30-49,High School,0.52,0.08,1
2878,Personal Visit,65+,High School,0.74,0.12,1
2879,Phone Call,30-49,Bachelor's,0.52,0.08,1
2880,Postcard,30-49,Graduate,0.52,0.05,1
2881,Personal Visit,65+,Some College,0.74,0.12,1
2882,Control,30-49,Bachelor's,0.52,0,1
2883,Postcard,30-49,Bachelor's,0.52,0.05,0
2884,Phone Call,50-64,Some College,0.68,0.08,0
2885,Personal Visit,18-29,Some College,0.35,0.12,1
2886,Control,50-64,Some College,0.68,0,0
2887,Postcard,30-49,High School,0.52,0.05,0
2888,Personal Visit,65+,High School,0.74,0.12,1
2889,Phone Call,18-29,Bachelor's,0.35,0.08,0
2890,Postcard,50-64,High School,0.68,0.05,1
2891,Control,30-49,High School,0.52,0,0
2892,Personal Visit,65+,Some College,0.74,0.12,1
2893,Postcard,50-64,High School,0.68,0.05,0
2894,Personal Visit,50-64,High School,0.68,0.12,1
2895,Postcard,30-49,High School,0.52,0.05,1
2896,Phone Call,18-29,Bachelor's,0.35,0.08,1
2897,Personal Visit,30-49,Graduate,0.52,0.12,1
2898,Phone Call,18-29,Graduate,0.35,0.08,1
2899,Personal Visit,30-49,High School,0.52,0.12,1
2900,Control,30-49,Some College,0.52,0,0
2901,Postcard,30-49,High School,0.52,0.05,1
2902,Personal Visit,65+,High School,0.74,0.12,1
2903,Personal Visit,18-29,Some College,0.35,0.12,0
