district_id,year,incumbent_party,incumbent_spending,challenger_spending,incumbent_vote_share,presidential_vote,median_income,incumbent_scandal,quality_challenger
CD-13-06,2020,Democrat,656.5,781.5,45.5,39.5,93011.91,False,True
CD-13-06,2022,Democrat,2262.8,795.1,48.8,40.7,87864.46,False,False
CD-13-07,2012,Republican,2143.4,1518.2,45.0,47.3,41870.9,True,True
CD-13-07,2014,Republican,1943.1,1168.9,56.7,54.4,56964.84,False,True
CD-13-07,2016,Republican,1335.5,221.2,55.0,50.7,53234.02,False,True
CD-13-07,2018,Republican,2351.2,473.6,59.0,53.2,53164.73,False,False
CD-13-07,2020,Republican,2389.4,1704.7,59.1,50.5,53370.93,False,False
CD-13-07,2022,Republican,1296.4,643.4,50.0,45.0,60786.92,True,False
CD-13-08,2012,Democrat,987.3,546.1,45.7,41.1,50578.28,False,False
CD-13-08,2014,Democrat,1675.0,1724.6,45.1,43.9,56805.06,False,True
CD-13-08,2016,Republican,1182.1,1045.4,66.4,38.6,58845.42,False,False
CD-13-08,2018,Republican,1827.0,897.8,58.2,44.4,65098.65,True,False
CD-13-08,2020,Democrat,1491.6,1311.4,50.1,35.4,66560.3,False,False
CD-13-08,2022,Democrat,1105.1,681.9,46.4,43.8,60004.42,False,False
CD-13-09,2012,Republican,751.9,1131.4,39.9,57.0,66761.67,False,True
CD-13-09,2014,Democrat,1300.8,915.2,61.9,56.5,74442.1,False,False
CD-13-09,2016,Democrat,2469.5,1623.3,55.3,59.2,74103.82,True,False
CD-13-09,2018,Democrat,1045.3,614.9,67.9,60.9,81270.13,False,False
CD-13-09,2020,Democrat,1401.9,1229.8,63.9,59.4,80658.55,False,False
CD-13-09,2022,Democrat,1013.4,1594.2,60.2,61.6,87575.1,False,True
CD-14-01,2012,Democrat,986.0,1001.5,54.7,51.4,102645.67,False,True
CD-14-01,2014,Democrat,411.4,671.6,50.4,54.2,106818.87,False,True
CD-14-01,2016,Democrat,1075.7,874.3,58.2,49.6,114126.03,False,False
CD-14-01,2018,Democrat,894.2,647.3,55.9,53.5,122072.6,False,True
CD-14-01,2020,Democrat,2100.0,718.3,52.6,49.8,123604.43,False,False
CD-14-01,2022,Democrat,1327.4,1604.8,59.1,52.3,122930.84,False,False
CD-14-02,2012,Republican,2495.5,430.0,47.0,63.0,114405.83,False,False
CD-14-02,2014,Republican,2225.9,950.3,55.6,57.5,113032.62,False,False
CD-14-02,2016,Republican,1248.2,1407.9,49.6,55.6,121801.34,False,False
CD-14-02,2018,Republican,2132.2,1639.5,38.5,59.6,119439.14,True,True
CD-14-02,2020,Republican,1631.8,334.8,53.5,54.8,129748.12,False,False
CD-14-02,2022,Republican,973.3,337.9,52.9,56.7,132752.1,False,False
CD-14-03,2012,Democrat,829.8,1320.4,47.2,43.5,109674.81,False,False
CD-14-03,2014,Democrat,519.5,595.8,47.0,44.8,111591.62,False,False
CD-14-03,2016,Democrat,2404.4,272.5,56.5,49.7,119399.8,False,False
CD-14-03,2018,Democrat,1588.0,216.4,56.0,45.6,121262.18,False,False
CD-14-03,2020,Democrat,1797.1,1665.0,46.1,48.0,123592.83,True,False
CD-14-03,2022,Democrat,1819.8,973.5,52.6,45.1,128513.22,False,False
CD-14-04,2012,Democrat,2277.2,1069.0,41.9,35.0,87188.21,False,True
CD-14-04,2014,Democrat,1818.3,1340.8,44.4,36.4,84800.76,False,False
CD-14-04,2016,Democrat,545.9,1259.6,46.0,28.6,86179.94,False,False
CD-14-04,2018,Democrat,1943.2,345.3,45.4,43.8,94621.62,False,False
CD-14-04,2020,Democrat,443.0,589.7,42.1,40.2,96762.49,False,False
CD-14-04,2022,Democrat,1157.4,1132.0,39.1,39.0,103916.08,False,True
CD-14-05,2012,Democrat,688.5,1494.7,47.8,29.5,98592.88,False,False
CD-14-05,2014,Republican,2455.5,1149.9,69.9,37.5,108125.55,False,False
CD-14-05,2016,Republican,1183.7,1374.5,67.7,37.5,105696.88,False,False
CD-14-05,2018,Republican,730.2,838.2,63.5,34.6,116235.05,False,False
CD-14-05,2020,Republican,1552.2,785.4,67.4,36.2,119125.76,False,True
CD-14-05,2022,Republican,1896.2,1262.1,65.5,39.7,124457.78,False,True
CD-14-06,2012,Democrat,658.6,1662.3,60.5,54.5,45443.45,False,True
CD-14-06,2014,Democrat,1201.0,1693.1,58.7,56.3,47644.36,False,False
CD-14-06,2016,Democrat,719.3,1055.5,59.6,55.6,52728.66,False,False
CD-14-06,2018,Democrat,610.1,440.2,60.2,60.5,57772.78,False,True
CD-14-06,2020,Democrat,765.8,954.2,63.8,60.5,54749.05,False,False
CD-14-06,2022,Republican,894.8,409.5,56.8,54.4,58364.48,False,False
CD-14-07,2012,Republican,904.6,673.0,54.1,42.7,34495.2,False,True
CD-14-07,2014,Republican,589.8,473.0,69.9,39.7,34363.77,False,False
CD-14-07,2016,Republican,1474.1,1545.2,61.4,36.0,38212.17,False,False
CD-14-07,2018,Republican,2078.5,697.8,63.0,38.8,37269.75,False,False
CD-14-07,2020,Democrat,1469.7,360.1,48.1,39.8,43446.47,False,False
CD-14-07,2022,Democrat,1606.3,1598.1,50.5,40.8,45080.72,False,False
CD-14-08,2012,Republican,1228.6,1371.7,54.0,44.1,88924.79,False,False
CD-14-08,2014,Republican,1029.1,1278.7,57.1,47.4,88908.14,False,True
CD-14-08,2016,Republican,980.1,1760.2,45.2,47.3,90701.21,False,True
CD-14-08,2018,Republican,1098.2,1651.7,58.1,45.4,90079.07,False,True
CD-14-08,2020,Republican,1919.7,1055.6,60.7,44.4,99309.35,False,False
CD-14-08,2022,Republican,2068.8,608.5,57.0,43.6,103648.02,False,True
CD-14-09,2012,Democrat,1510.5,342.1,59.4,45.3,105972.19,False,False
CD-14-09,2014,Democrat,2183.9,1054.1,53.7,49.8,100527.94,False,False
CD-14-09,2016,Democrat,1559.9,656.0,49.3,49.4,114316.85,False,True
CD-14-09,2018,Democrat,2150.4,1269.4,58.2,50.1,112516.84,False,False
CD-14-09,2020,Democrat,998.2,843.9,50.0,44.9,115906.04,False,True
CD-14-09,2022,Republican,744.2,770.8,50.1,50.1,119828.51,False,True
CD-15-01,2012,Democrat,1926.8,1139.1,66.7,59.7,55199.73,False,False
CD-15-01,2014,Democrat,939.7,220.3,65.2,59.9,60003.24,False,False
CD-15-01,2016,Democrat,1997.1,1580.6,69.4,64.0,56002.96,False,False
CD-15-01,2018,Democrat,1378.1,620.5,64.6,60.8,69154.74,False,False
CD-15-01,2020,Democrat,610.9,453.0,64.6,63.4,67580.12,False,False
CD-15-01,2022,Democrat,1413.3,751.4,68.6,61.8,68623.8,False,True
CD-15-02,2012,Republican,475.9,1740.2,47.2,65.6,78889.03,False,False
CD-15-02,2014,Republican,2413.3,629.9,37.6,59.9,85078.61,False,False
CD-15-02,2016,Republican,1462.9,1241.8,45.8,67.0,83531.28,False,False
CD-15-02,2018,Republican,450.0,303.5,43.3,68.2,91824.54,False,False
CD-15-02,2020,Republican,724.8,205.7,35.9,70.2,86081.19,False,True
CD-15-02,2022,Republican,583.8,1029.9,41.2,69.5,96786.74,False,True
CD-15-03,2012,Democrat,1346.4,1369.6,40.1,38.7,104820.73,False,False
CD-15-03,2014,Democrat,449.8,886.8,40.8,33.7,111665.3,False,False
CD-15-03,2016,Republican,1823.0,1153.1,69.4,39.4,115182.14,False,False
CD-15-03,2018,Republican,930.7,316.0,60.7,33.2,118879.43,True,False
CD-15-03,2020,Republican,1770.3,865.6,61.0,36.4,126845.83,False,False
CD-15-03,2022,Republican,1487.5,465.7,71.0,35.9,133013.54,False,False
CD-15-04,2012,Democrat,1603.5,1288.4,50.3,40.3,66333.6,False,False
CD-15-04,2014,Republican,440.0,1645.6,57.9,42.3,66822.6,False,False
CD-15-04,2016,Republican,1886.5,1521.8,68.3,45.4,71601.26,False,False
CD-15-04,2018,Democrat,2179.1,879.9,42.0,41.1,69688.34,False,True
CD-15-04,2020,Democrat,1964.0,796.9,53.9,40.9,76792.75,False,False
CD-15-04,2022,Democrat,1055.3,618.6,46.3,36.4,77349.22,False,True
CD-15-05,2012,Republican,2173.0,1389.8,53.9,53.5,37793.67,False,False
CD-15-05,2014,Democrat,1606.1,1522.7,60.4,57.4,42239.09,False,True
CD-15-05,2016,Democrat,2209.0,438.8,60.0,55.4,41655.97,False,False
CD-15-05,2018,Democrat,935.2,1027.6,59.4,56.0,45649.4,False,False
CD-15-05,2020,Republican,1023.2,1666.8,52.0,49.7,46295.91,False,True
CD-15-05,2022,Republican,1671.7,1014.6,51.6,54.2,47558.17,False,True
CD-15-06,2012,Republican,2142.3,389.2,48.2,55.1,107045.02,False,True
CD-15-06,2014,Republican,812.3,1431.7,54.6,52.1,106801.07,False,False
CD-15-06,2016,Republican,658.1,1321.2,49.2,52.8,114199.71,False,True
CD-15-06,2018,Republican,566.2,1449.1,50.8,50.4,112212.43,False,False
CD-15-06,2020,Republican,1637.7,775.6,56.6,51.5,122972.22,False,False
CD-15-06,2022,Republican,922.9,1796.1,54.2,56.8,125304.7,False,False
CD-15-07,2012,Democrat,1009.8,1564.7,52.8,51.8,73116.07,False,True
CD-15-07,2014,Democrat,2386.1,913.2,59.0,50.3,75107.79,False,False
CD-15-07,2016,Democrat,2137.1,1618.9,63.8,46.5,83105.95,False,False
CD-15-07,2018,Democrat,2366.7,355.1,57.6,52.8,81242.88,False,True
CD-15-07,2020,Democrat,2312.3,303.3,46.5,50.3,88812.73,True,True
CD-15-07,2022,Democrat,1063.4,1149.8,55.4,54.2,87225.92,False,False
CD-15-08,2012,Republican,643.7,593.8,59.3,39.5,61592.55,False,True
CD-15-08,2014,Republican,1498.2,917.9,51.8,41.3,63227.53,False,True
CD-15-08,2016,Republican,1011.4,657.2,60.3,41.2,71814.6,False,False
CD-15-08,2018,Democrat,741.0,890.7,49.9,47.5,74544.17,False,False
CD-15-08,2020,Democrat,1818.4,968.9,47.0,46.1,74135.52,False,False
CD-15-08,2022,Democrat,2017.2,1122.9,50.3,45.6,75548.94,False,False
CD-15-09,2012,Democrat,2341.9,1716.9,60.9,61.5,79911.5,False,True
CD-15-09,2014,Democrat,2211.8,206.9,59.5,57.1,83671.88,False,False
CD-15-09,2016,Democrat,2037.9,1109.9,65.4,58.7,92151.58,False,False
CD-15-09,2018,Democrat,1221.5,1020.3,60.9,59.9,93369.62,False,True
CD-15-09,2020,Democrat,2465.0,1647.6,50.3,59.7,93945.09,True,False
CD-15-09,2022,Democrat,2235.5,906.1,67.2,58.8,103250.77,False,False
CD-16-01,2012,Democrat,1029.8,1470.1,39.3,37.8,97619.32,False,True
CD-16-01,2014,Democrat,455.8,1175.1,46.2,41.8,98856.85,False,False
CD-16-01,2016,Republican,1097.3,1784.4,63.9,36.6,105205.14,False,False
CD-16-01,2018,Democrat,940.3,1580.6,36.6,38.5,105696.0,True,False
CD-16-01,2020,Democrat,972.5,1405.5,45.6,39.0,112935.2,False,False
CD-16-01,2022,Democrat,1509.6,690.0,45.8,37.7,109018.54,False,False
CD-16-02,2012,Democrat,1538.1,330.9,49.9,40.2,111918.64,False,False
CD-16-02,2014,Democrat,860.1,344.9,39.0,40.3,121524.22,True,False
CD-16-02,2016,Democrat,598.5,889.8,40.9,44.1,128593.5,False,True
CD-16-02,2018,Democrat,2314.1,927.4,52.1,45.2,126834.85,False,True
CD-16-02,2020,Democrat,1058.1,1167.4,45.3,44.5,131204.14,False,True
CD-16-02,2022,Democrat,725.1,410.4,50.1,44.5,143691.22,False,False
CD-16-03,2012,Republican,681.0,1185.4,60.3,43.9,56125.82,False,False
CD-16-03,2014,Republican,554.2,1047.3,56.0,48.6,59266.63,False,True
CD-16-03,2016,Republican,2189.5,430.2,55.7,46.0,62075.74,True,False
CD-16-03,2018,Republican,1367.3,457.1,61.5,38.7,62516.03,False,False
CD-16-03,2020,Republican,591.6,1519.6,64.1,47.8,64583.55,False,False
CD-16-03,2022,Republican,1883.6,798.2,59.0,36.1,67409.67,False,True
CD-16-04,2012,Democrat,1450.5,375.2,54.4,52.1,103649.57,False,False
CD-16-04,2014,Democrat,1015.8,224.6,58.9,52.2,108282.9,False,True
CD-16-04,2016,Democrat,2394.1,1197.1,60.9,48.2,115034.11,False,False
CD-16-04,2018,Democrat,811.0,1698.7,56.5,50.8,123094.09,False,False
CD-16-04,2020,Democrat,552.7,1619.6,58.9,56.9,124812.84,False,False
CD-16-04,2022,Democrat,1586.4,415.3,62.3,51.1,129053.05,False,False
CD-16-05,2012,Republican,870.2,558.0,44.2,61.6,71402.24,False,False
CD-16-05,2014,Republican,2379.4,1706.6,38.7,56.9,76011.05,False,True
CD-16-05,2016,Republican,448.0,1666.8,44.5,62.6,78999.18,False,False
CD-16-05,2018,Republican,949.2,1508.2,42.7,58.7,85459.41,False,True
CD-16-05,2020,Republican,577.1,680.8,45.9,59.0,85900.05,False,False
CD-16-05,2022,Republican,2248.3,846.6,47.3,65.5,89251.12,False,False
CD-16-06,2012,Republican,1265.7,754.0,47.1,50.9,106395.48,False,False
CD-16-06,2014,Republican,648.1,862.2,51.2,51.5,107692.62,False,True
CD-16-06,2016,Republican,1691.1,1258.5,52.0,51.5,114818.43,False,True
CD-16-06,2018,Republican,1254.0,583.8,52.5,53.6,122204.26,False,True
CD-16-06,2020,Republican,1238.5,272.4,48.1,47.8,127332.77,False,True
CD-16-06,2022,Republican,1218.2,1683.7,53.8,56.1,132102.94,False,False
CD-16-07,2012,Republican,473.2,816.1,55.5,54.0,90579.14,False,False
CD-16-07,2014,Republican,1708.4,432.5,59.6,54.3,93136.58,False,False
CD-16-07,2016,Republican,1718.4,769.4,58.9,47.6,96087.88,False,False
CD-16-07,2018,Republican,2243.1,545.3,51.8,46.4,107446.03,False,True
CD-16-07,2020,Republican,954.5,991.2,52.5,53.7,103014.78,False,True
CD-16-07,2022,Republican,2121.2,692.1,55.7,54.2,106525.7,False,True
CD-16-08,2012,Democrat,2223.1,1268.0,37.5,37.3,92208.73,False,True
CD-16-08,2014,Democrat,2328.0,1557.0,41.1,38.3,89781.77,False,True
CD-16-08,2016,Democrat,1172.1,214.3,41.0,33.1,97166.9,False,True
CD-16-08,2018,Democrat,1631.7,848.5,40.0,39.2,97488.61,False,True
CD-16-08,2020,Democrat,1122.7,1506.9,39.8,35.4,100103.74,False,False
CD-16-08,2022,Democrat,1870.6,386.8,45.0,34.8,105899.74,False,False
CD-16-09,2012,Democrat,2101.5,415.3,38.1,37.7,56587.89,False,True
CD-16-09,2014,Democrat,725.0,1341.9,38.4,38.4,55143.64,True,True
CD-16-09,2016,Democrat,1718.1,1235.7,48.7,32.1,52670.98,False,False
CD-16-09,2018,Republican,897.6,738.9,64.5,40.3,60308.49,False,True
CD-16-09,2020,Democrat,848.0,615.3,44.5,37.8,64240.44,False,True
CD-16-09,2022,Democrat,1463.9,402.6,46.2,36.4,65034.96,False,False
CD-17-01,2012,Democrat,604.4,1706.9,59.6,53.7,85041.0,False,False
CD-17-01,2014,Democrat,2052.6,549.7,63.1,49.7,90165.31,False,False
CD-17-01,2016,Republican,785.3,1328.4,53.5,53.4,91942.54,False,False
CD-17-01,2018,Democrat,1436.8,932.5,64.9,52.6,100284.97,False,False
CD-17-01,2020,Democrat,528.4,1729.1,59.6,54.9,99333.73,False,True
CD-17-01,2022,Democrat,1214.2,712.6,58.8,55.7,105186.02,False,False
CD-17-02,2012,Republican,2296.4,1106.4,53.5,53.8,65803.85,False,False
CD-17-02,2014,Republican,1980.6,1558.6,53.7,54.8,69854.24,False,True
CD-17-02,2016,Republican,1251.8,1620.4,50.4,58.1,71901.0,False,False
CD-17-02,2018,Republican,1921.8,564.6,56.5,55.7,76122.59,False,False
CD-17-02,2020,Democrat,1576.2,532.7,55.7,54.8,78269.27,False,True
CD-17-02,2022,Democrat,544.7,550.7,61.0,55.4,76462.34,False,False
CD-17-03,2012,Democrat,657.7,1798.1,61.7,58.6,32975.64,False,False
CD-17-03,2014,Democrat,1238.4,1578.6,51.0,62.9,42476.31,True,True
CD-17-03,2016,Democrat,1681.2,873.5,62.8,58.1,42024.24,False,False
CD-17-03,2018,Democrat,702.8,1503.7,66.5,60.1,48946.22,False,False
CD-17-03,2020,Republican,2292.9,593.1,44.3,63.6,51057.51,False,False
CD-17-03,2022,Republican,1695.7,1477.0,42.1,57.4,50503.53,False,False
CD-17-04,2012,Democrat,1280.3,656.7,63.3,52.2,88326.42,False,False
CD-17-04,2014,Republican,1392.3,1373.8,51.3,50.8,91854.46,False,False
CD-17-04,2016,Republican,2313.3,820.6,56.6,47.6,103030.38,False,False
CD-17-04,2018,Republican,1742.5,605.4,54.4,59.2,97913.02,False,False
CD-17-04,2020,Republican,1390.6,1556.9,48.2,60.1,100852.18,False,True
CD-17-04,2022,Republican,1643.6,1212.7,56.1,54.7,106642.0,False,False
CD-17-05,2012,Democrat,1704.9,570.5,52.2,56.4,91675.61,True,True
CD-17-05,2014,Democrat,1476.4,1714.3,59.3,51.3,97288.59,False,False
CD-17-05,2016,Democrat,1976.2,1369.9,59.1,56.9,96722.0,False,False
CD-17-05,2018,Democrat,1322.6,248.7,58.7,55.5,100971.57,False,False
CD-17-05,2020,Democrat,1186.2,1055.8,63.3,57.0,107902.71,False,True
CD-17-05,2022,Democrat,932.5,1034.9,48.1,57.6,112443.4,True,False
CD-17-06,2012,Democrat,1556.2,729.1,52.3,39.6,106666.97,False,False
CD-17-06,2014,Democrat,788.1,655.8,43.1,32.8,111204.95,False,False
CD-17-06,2016,Democrat,1058.8,860.9,38.6,42.8,118616.28,False,True
CD-17-06,2018,Republican,2286.0,879.1,67.7,33.6,119857.38,False,False
CD-17-06,2020,Republican,1030.1,542.8,61.5,36.9,126776.14,False,True
CD-17-06,2022,Republican,2283.0,921.8,67.7,36.4,125240.41,False,False
CD-17-07,2012,Republican,872.2,563.2,60.4,44.8,37297.29,False,False
CD-17-07,2014,Republican,491.7,433.8,57.2,34.6,38209.39,False,False
CD-17-07,2016,Republican,558.5,466.6,66.0,47.7,41180.36,False,False
CD-17-07,2018,Republican,1803.1,1463.1,51.8,39.9,41937.65,True,True
CD-17-07,2020,Republican,2001.4,599.5,69.1,41.4,43670.33,False,False
CD-17-07,2022,Republican,1864.0,945.2,71.4,45.5,38931.67,False,False
CD-17-08,2012,Republican,2211.7,1290.4,55.3,47.9,56003.14,False,True
CD-17-08,2014,Democrat,2499.2,263.5,54.6,48.8,59444.01,False,False
CD-17-08,2016,Democrat,2104.8,246.5,43.7,49.0,66316.6,True,False
CD-17-08,2018,Democrat,584.9,554.6,50.5,56.3,58538.18,False,False
CD-17-08,2020,Democrat,2296.2,645.3,54.9,50.4,64821.05,False,False
CD-17-08,2022,Democrat,445.1,1539.9,51.1,45.4,67275.12,False,False
CD-17-09,2012,Democrat,1426.2,766.3,41.1,40.8,70493.37,False,True
CD-17-09,2014,Democrat,1358.7,808.9,52.0,40.0,71849.36,False,False
CD-17-09,2016,Democrat,1720.2,1453.2,43.7,38.3,74622.77,False,False
CD-17-09,2018,Democrat,512.1,588.4,36.3,35.1,72730.19,False,True
CD-17-09,2020,Republican,860.7,884.0,60.8,39.3,76810.01,False,True
CD-17-09,2022,Republican,565.9,673.2,59.5,37.3,82110.53,False,True
CD-18-01,2012,Republican,1064.1,456.4,39.8,59.1,108599.69,False,True
CD-18-01,2014,Republican,2134.6,835.6,48.8,52.7,115352.11,False,False
CD-18-01,2016,Republican,1489.2,1115.2,47.8,61.8,120320.35,False,False
CD-18-01,2018,Democrat,2057.9,330.0,61.9,59.2,122212.6,True,False
CD-18-01,2020,Democrat,1505.3,866.2,62.8,62.4,124822.23,False,False
CD-18-01,2022,Democrat,695.4,1171.0,59.6,63.4,132999.76,False,False
CD-18-02,2012,Republican,1550.3,1752.2,51.2,50.2,78969.59,False,False
CD-18-02,2014,Republican,2240.8,934.4,53.3,50.4,86753.54,False,False
CD-18-02,2016,Republican,533.7,1726.6,46.9,52.8,88723.23,False,False
CD-18-02,2018,Republican,1976.2,1380.5,47.1,52.4,91502.88,False,True
CD-18-02,2020,Republican,1481.0,1469.5,50.5,49.9,97872.39,False,True
CD-18-02,2022,Republican,645.2,1370.0,47.7,48.3,101336.13,False,True
CD-18-03,2012,Republican,2129.2,1173.6,46.7,62.8,81347.04,False,False
CD-18-03,2014,Republican,1358.3,207.2,51.5,62.5,83772.05,False,True
CD-18-03,2016,Republican,1607.3,594.1,41.1,57.7,92506.95,False,True
CD-18-03,2018,Republican,2242.1,598.1,55.7,68.2,84979.02,False,False
CD-18-03,2020,Democrat,529.8,206.5,64.1,59.6,96177.85,False,False
CD-18-03,2022,Democrat,2234.4,1693.1,65.4,64.9,97080.58,False,True
CD-18-04,2012,Democrat,2175.2,382.8,68.5,66.4,101559.74,False,False
CD-18-04,2014,Republican,2270.6,1425.8,33.9,63.1,104335.03,True,False
CD-18-04,2016,Republican,2270.7,332.0,53.9,62.3,103454.05,False,False
CD-18-04,2018,Republican,925.4,580.5,41.6,60.0,108282.81,False,True
CD-18-04,2020,Republican,2043.5,981.9,45.2,68.5,117917.18,False,True
CD-18-04,2022,Republican,690.2,725.9,43.0,62.8,117080.91,False,False
CD-18-05,2012,Democrat,1095.4,790.2,60.7,67.9,44505.48,False,True
CD-18-05,2014,Democrat,2486.5,645.1,65.3,66.4,42941.19,False,True
CD-18-05,2016,Democrat,1417.8,1291.9,64.8,58.8,45534.68,False,True
CD-18-05,2018,Democrat,626.8,1359.8,62.5,59.7,44972.42,False,True
CD-18-05,2020,Democrat,2264.7,1581.1,64.5,65.1,44477.35,False,True
CD-18-05,2022,Democrat,1271.9,1703.0,66.3,67.6,50895.8,False,False
CD-18-06,2012,Democrat,490.1,1706.0,53.1,46.2,116513.1,False,False
CD-18-06,2014,Democrat,1055.9,668.5,53.2,46.5,126731.98,False,False
CD-18-06,2016,Republican,812.5,1000.7,61.6,54.7,127432.43,False,False
CD-18-06,2018,Republican,478.4,1231.1,59.7,46.6,131989.64,False,False
CD-18-06,2020,Republican,2168.9,1356.9,58.0,48.7,137734.52,False,False
CD-18-06,2022,Democrat,840.0,381.3,53.8,48.1,146163.53,False,True
CD-18-07,2012,Republican,526.5,1410.8,54.8,45.1,115549.12,False,True
CD-18-07,2014,Republican,564.5,1205.2,50.9,42.1,119362.81,False,True
CD-18-07,2016,Republican,1835.4,448.2,56.7,47.7,121733.01,False,True
CD-18-07,2018,Republican,977.6,434.9,61.7,40.0,129875.76,False,False
CD-18-07,2020,Democrat,1560.9,1409.4,50.5,43.9,137504.99,False,False
CD-18-07,2022,Democrat,1467.4,1669.8,47.6,40.0,136198.97,False,False
CD-18-08,2012,Republican,1508.3,337.9,43.1,67.0,97311.73,False,True
CD-18-08,2014,Republican,2396.1,1330.0,44.8,62.2,93633.9,False,True
CD-18-08,2016,Republican,851.1,1052.8,44.8,61.3,92245.96,False,False
CD-18-08,2018,Democrat,1354.3,755.8,66.8,56.4,98448.69,False,False
CD-18-08,2020,Democrat,815.8,1004.4,60.8,63.5,106917.29,False,True
CD-18-08,2022,Democrat,567.1,1586.8,62.2,69.7,104185.2,False,True
CD-18-09,2012,Democrat,2354.3,1016.2,36.5,35.0,45693.71,True,False
CD-18-09,2014,Democrat,1335.7,1543.5,39.5,39.1,51495.97,False,True
CD-18-09,2016,Democrat,1776.0,1232.9,48.3,34.6,49840.3,False,False
CD-18-09,2018,Democrat,1463.6,302.9,49.6,37.1,56761.45,False,False
CD-18-09,2020,Democrat,2331.2,1406.1,43.2,33.4,57388.87,False,True
CD-18-09,2022,Democrat,1519.7,449.6,45.6,37.0,62704.71,False,True
CD-19-01,2012,Democrat,1776.0,298.9,41.0,38.7,78836.38,False,True
CD-19-01,2014,Democrat,1730.1,600.3,43.7,41.7,84341.07,False,True
CD-19-01,2016,Democrat,1915.0,235.5,41.6,34.4,89830.04,False,True
CD-19-01,2018,Democrat,1705.3,313.6,28.6,37.7,91863.01,True,False
CD-19-01,2020,Democrat,647.2,579.5,51.6,42.9,93793.74,False,False
CD-19-01,2022,Democrat,1369.8,777.0,38.2,37.0,96419.61,False,True
CD-19-02,2012,Republican,2179.4,573.1,45.2,66.0,106661.86,False,False
CD-19-02,2014,Democrat,2123.8,340.3,71.8,61.8,107603.36,False,False
CD-19-02,2016,Republican,740.4,1229.5,35.9,63.8,113310.72,True,False
CD-19-02,2018,Republican,491.3,384.0,41.8,58.4,114925.56,False,True
CD-19-02,2020,Republican,1676.5,988.0,47.7,65.8,118605.78,False,False
CD-19-02,2022,Democrat,1366.1,1104.8,70.9,64.4,121927.7,False,True
CD-19-03,2012,Republican,2285.2,591.8,47.8,62.0,96820.84,False,True
CD-19-03,2014,Republican,1445.3,1650.4,46.1,54.7,96667.53,False,True
CD-19-03,2016,Republican,1062.7,1038.8,51.9,61.6,105261.71,False,False
CD-19-03,2018,Republican,1844.8,515.1,52.3,54.4,107975.75,False,False
CD-19-03,2020,Democrat,1464.4,621.5,63.4,61.0,114111.04,False,False
CD-19-03,2022,Democrat,1995.8,1761.9,64.5,57.6,122218.77,False,False
CD-19-04,2012,Democrat,1997.6,1310.5,46.6,38.1,89812.12,False,False
CD-19-04,2014,Democrat,1722.4,865.1,47.8,36.1,83550.56,False,False
CD-19-04,2016,Democrat,1796.6,658.6,54.5,40.6,90987.83,False,False
CD-19-04,2018,Democrat,414.9,995.5,42.4,43.0,90697.51,False,True
CD-19-04,2020,Democrat,2046.3,1432.3,51.9,40.6,100285.51,False,False
CD-19-04,2022,Democrat,2367.7,628.7,40.0,34.5,104421.32,True,True
CD-19-05,2012,Democrat,1793.7,1207.5,69.5,57.4,84677.08,False,False
CD-19-05,2014,Democrat,963.2,258.5,61.7,56.6,88826.64,False,False
CD-19-05,2016,Democrat,2194.4,728.8,67.9,56.5,92830.09,False,False
CD-19-05,2018,Republican,735.6,1193.4,51.2,52.1,96169.46,False,False
CD-19-05,2020,Republican,1767.6,389.0,51.0,57.8,96117.24,False,False
CD-19-05,2022,Republican,1699.8,344.9,47.0,52.9,105277.54,False,False
CD-19-06,2012,Republican,1109.0,1214.3,52.9,52.7,105817.41,False,False
CD-19-06,2014,Republican,1637.5,705.6,59.5,48.2,106748.21,False,False
CD-19-06,2016,Republican,1465.1,1426.9,42.8,46.5,116117.52,True,False
CD-19-06,2018,Republican,432.3,612.3,57.3,52.2,117563.36,False,False
CD-19-06,2020,Republican,926.5,925.8,55.3,43.4,122916.78,False,False
CD-19-06,2022,Republican,1260.3,785.1,51.6,44.6,124552.86,False,False
CD-19-07,2012,Democrat,985.2,1115.4,38.6,40.9,60602.41,True,True
CD-19-07,2014,Democrat,1197.8,521.7,58.3,47.2,60335.62,False,False
CD-19-07,2016,Democrat,2360.6,905.6,38.5,49.1,57923.77,True,True
CD-19-07,2018,Democrat,2216.4,891.2,53.8,49.3,65692.47,False,True
CD-19-07,2020,Democrat,1879.6,631.0,47.8,47.3,72499.04,False,True
CD-19-07,2022,Republican,1288.7,1621.2,53.7,43.9,69363.04,False,True
CD-19-08,2012,Democrat,712.6,1154.6,53.1,60.7,72646.53,False,False
CD-19-08,2014,Democrat,1739.0,548.7,59.5,56.7,81842.35,False,False
CD-19-08,2016,Democrat,1218.7,999.1,54.0,50.2,85172.85,False,True
CD-19-08,2018,Democrat,1326.5,668.8,51.4,53.8,85417.8,False,True
CD-19-08,2020,Democrat,2411.8,1710.2,57.8,40.5,85232.34,False,False
CD-19-08,2022,Democrat,2018.0,884.2,55.3,48.4,93461.37,False,True
CD-19-09,2012,Democrat,1021.9,1231.1,59.2,55.6,60037.48,False,False
CD-19-09,2014,Democrat,885.6,245.4,66.2,63.5,65617.55,False,False
CD-19-09,2016,Democrat,593.5,1799.5,62.3,56.5,62574.43,False,True
CD-19-09,2018,Democrat,870.4,1716.4,52.7,59.3,68390.69,False,True
